timestamp,district_id,lat,lng,pm25,pm10,aqi,weather_temp,weather_humidity,vehicle_count,avg_speed_kmh,incident_flag,consumption_kwh,peak_demand_kw,renewable_pct,route_id,passenger_count,capacity,delay_min,water_liters,waste_kg
2020-05-04 15:00:00,D01,18.5308,73.8474,29.8175,110.47375,138.125,33.877956223373744,56.49647807522543,1152,34.9,0,647.05,841.16,18.2,R02,31,80,83.2,19633.0,424.0
2020-05-04 16:00:00,D01,18.5308,73.8474,30.223333333333333,113.18,138.66666666666666,33.93237092501007,56.43307303330883,1129,34.9,0,762.35,991.05,21.2,R03,45,80,88.8,18440.9,411.9
2020-05-04 17:00:00,D01,18.5308,73.8474,30.629166666666663,115.88625,139.20833333333334,33.986785626646395,56.36966799139224,2222,7.8,1,744.74,968.16,13.8,R02,68,80,101.5,17177.9,479.1
2020-05-04 18:00:00,D01,18.5308,73.8474,31.035,118.5925,139.75,34.04120032828273,56.30626294947564,2252,9.9,1,707.86,920.22,20.6,R04,75,80,128.0,21274.1,329.9
2020-05-04 19:00:00,D01,18.5308,73.8474,31.44083333333333,121.29875,140.29166666666666,34.09561502991905,56.24285790755904,2288,8.3,1,713.93,928.11,23.0,R02,82,80,115.1,19925.4,327.9
2020-05-04 20:00:00,D01,18.5308,73.8474,31.846666666666664,124.005,140.83333333333334,34.15002973155538,56.179452865642446,1094,35.6,0,615.39,800.01,15.3,R02,33,80,64.8,19660.8,556.8
2020-05-04 21:00:00,D01,18.5308,73.8474,32.2525,126.71125,141.375,34.20444443319171,56.11604782372584,1178,34.6,0,604.58,785.95,17.8,R02,40,80,84.5,19157.0,350.3
2020-05-04 22:00:00,D01,18.5308,73.8474,32.65833333333333,129.41750000000002,141.91666666666666,34.25885913482804,56.05264278180925,216,56.0,0,652.96,848.84,17.6,R02,9,80,5.8,18897.7,234.5
2020-05-04 23:00:00,D01,18.5308,73.8474,33.064166666666665,132.12375000000003,142.45833333333334,34.31327383646437,55.98923773989265,249,52.4,0,252.28,327.96,12.5,R01,7,80,15.5,8164.0,197.8
2020-05-05 00:00:00,D01,18.5308,73.8474,33.47,134.83,143.0,34.367688538100694,55.925832697976055,258,49.7,0,239.29,311.08,11.2,R05,10,80,19.6,7729.4,216.4
2020-05-05 01:00:00,D01,18.5308,73.8474,33.180416666666666,132.51958333333334,143.125,34.409161093030164,55.915465471893775,245,59.9,0,241.68,314.18,13.6,R02,11,80,11.1,7799.0,184.2
2020-05-05 02:00:00,D01,18.5308,73.8474,32.89083333333333,130.20916666666668,143.25,34.45063364795964,55.90509824581149,247,54.9,0,232.91,302.78,18.6,R04,6,80,11.4,8182.6,225.8
2020-05-05 03:00:00,D01,18.5308,73.8474,32.60125,127.89875,143.375,34.49210620288911,55.89473101972921,225,57.9,0,268.05,348.47,14.8,R02,11,80,6.2,7611.1,263.3
2020-05-05 04:00:00,D01,18.5308,73.8474,32.31166666666667,125.58833333333334,143.5,34.53357875781858,55.884363793646926,272,50.8,0,264.49,343.83,17.0,R04,12,80,13.1,8145.9,203.3
2020-05-05 05:00:00,D01,18.5308,73.8474,32.022083333333335,123.27791666666668,143.625,34.57505131274805,55.873996567564646,271,53.4,0,262.33,341.03,21.7,R03,15,80,10.4,8711.8,260.7
2020-05-05 06:00:00,D01,18.5308,73.8474,31.7325,120.9675,143.75,34.61652386767753,55.86362934148236,1329,28.4,0,548.18,712.63,16.9,R03,28,80,73.7,22955.6,545.1
2020-05-05 07:00:00,D01,18.5308,73.8474,31.442916666666665,118.65708333333336,143.875,34.657996422607,55.85326211540008,1092,32.7,0,559.0,726.7,13.2,R05,24,80,86.7,26512.1,524.7
2020-05-05 08:00:00,D01,18.5308,73.8474,31.15333333333333,116.34666666666668,144.0,34.69946897753647,55.8428948893178,2368,12.9,1,547.27,711.45,16.5,R04,86,80,129.0,25575.3,471.2
2020-05-05 09:00:00,D01,18.5308,73.8474,30.86375,114.03625,144.125,34.740941532465946,55.83252766323551,2015,11.9,1,755.01,981.52,23.9,R01,95,80,87.4,26182.9,679.8
2020-05-05 10:00:00,D01,18.5308,73.8474,30.574166666666667,111.72583333333334,144.25,34.782414087395416,55.82216043715323,2198,14.7,1,735.5,956.15,24.2,R05,85,80,148.3,19663.1,454.1
2020-05-05 11:00:00,D01,18.5308,73.8474,30.28458333333333,109.41541666666669,144.375,34.82388664232489,55.81179321107095,1276,28.9,0,676.49,879.44,16.9,R03,28,80,63.8,20293.7,472.7
2020-05-05 12:00:00,D01,18.5308,73.8474,29.995,107.105,144.5,34.865359197254364,55.80142598498867,1344,33.1,0,780.46,1014.6,24.8,R04,48,80,94.5,20953.9,411.4
2020-05-05 13:00:00,D01,18.5308,73.8474,29.705416666666665,104.79458333333334,144.625,34.906831752183834,55.79105875890638,1460,27.1,0,644.6,837.98,21.5,R02,47,80,109.8,21228.4,601.3
2020-05-05 14:00:00,D01,18.5308,73.8474,29.41583333333333,102.48416666666668,144.75,34.948304307113304,55.7806915328241,1265,25.2,0,739.47,961.31,10.9,R05,50,80,27.5,21294.9,563.3
2020-05-05 15:00:00,D01,18.5308,73.8474,29.12625,100.17375,144.875,34.989776862042774,55.77032430674182,1235,32.3,0,706.9,918.97,16.5,R02,43,80,44.6,17786.9,415.0
2020-05-05 16:00:00,D01,18.5308,73.8474,28.836666666666662,97.86333333333334,145.0,35.03124941697225,55.75995708065953,1057,34.8,0,717.22,932.39,19.7,R05,46,80,60.8,18474.3,458.5
2020-05-05 17:00:00,D01,18.5308,73.8474,28.547083333333333,95.55291666666668,145.125,35.07272197190172,55.74958985457725,1941,18.5,1,773.42,1005.45,23.6,R03,101,80,58.5,21236.0,515.2
2020-05-05 18:00:00,D01,18.5308,73.8474,28.2575,93.2425,145.25,35.11419452683119,55.73922262849497,2226,11.5,1,658.99,856.69,15.0,R03,88,80,159.4,20490.5,392.3
2020-05-05 19:00:00,D01,18.5308,73.8474,27.967916666666667,90.93208333333334,145.375,35.15566708176067,55.72885540241269,1992,15.6,1,665.73,865.45,17.4,R02,89,80,98.7,18849.0,475.1
2020-05-05 20:00:00,D01,18.5308,73.8474,27.67833333333333,88.62166666666667,145.5,35.19713963669014,55.7184881763304,1227,25.8,0,616.6,801.58,20.9,R03,30,80,93.4,18747.0,531.8
2020-05-05 21:00:00,D01,18.5308,73.8474,27.38875,86.31125,145.625,35.23861219161961,55.70812095024812,1153,38.1,0,647.05,841.16,21.9,R05,37,80,57.4,18255.9,442.9
2020-05-05 22:00:00,D01,18.5308,73.8474,27.099166666666665,84.00083333333333,145.75,35.28008474654908,55.69775372416584,230,60.4,0,678.79,882.42,16.1,R01,5,80,12.1,22883.4,184.8
2020-05-05 23:00:00,D01,18.5308,73.8474,26.80958333333333,81.69041666666666,145.875,35.32155730147856,55.68738649808356,247,49.7,0,268.09,348.52,20.7,R03,10,80,8.7,7076.4,241.1
2020-05-06 00:00:00,D01,18.5308,73.8474,26.52,79.38,146.0,35.363029856408026,55.67701927200128,235,54.0,0,279.07,362.79,21.7,R02,10,80,14.5,7081.3,250.9
2020-05-06 01:00:00,D01,18.5308,73.8474,26.68375,79.20083333333334,145.54166666666666,35.271480555110884,55.75239170293075,213,54.0,0,253.45,329.48,22.8,R03,9,80,13.5,7172.0,173.5
2020-05-06 02:00:00,D01,18.5308,73.8474,26.8475,79.02166666666666,145.08333333333334,35.17993125381375,55.82776413386022,274,57.3,0,265.17,344.72,17.7,R03,5,80,17.9,8014.9,170.5
2020-05-06 03:00:00,D01,18.5308,73.8474,27.01125,78.8425,144.625,35.088381952516606,55.9031365647897,261,51.3,0,279.63,363.52,22.2,R04,10,80,19.3,8153.6,211.7
2020-05-06 04:00:00,D01,18.5308,73.8474,27.175,78.66333333333333,144.16666666666666,34.996832651219464,55.97850899571917,209,50.3,0,261.67,340.17,23.9,R04,7,80,10.6,8304.4,191.3
2020-05-06 05:00:00,D01,18.5308,73.8474,27.33875,78.48416666666667,143.70833333333334,34.90528334992233,56.05388142664864,220,57.5,0,245.24,318.81,12.0,R03,13,80,17.3,34767.6,267.9
2020-05-06 06:00:00,D01,18.5308,73.8474,27.5025,78.30499999999999,143.25,34.813734048625186,56.12925385757812,1045,32.6,0,590.62,767.81,18.6,R03,36,80,75.9,25851.9,507.8
2020-05-06 07:00:00,D01,18.5308,73.8474,27.66625,78.12583333333333,142.79166666666666,34.72218474732804,56.2046262885076,1274,28.0,0,589.19,765.95,24.5,R03,39,80,89.2,30993.7,505.8
2020-05-06 08:00:00,D01,18.5308,73.8474,27.83,77.94666666666666,142.33333333333334,34.63063544603091,56.27999871943707,2461,5.8,1,534.72,695.13,11.1,R05,79,80,81.0,26659.9,410.0
2020-05-06 09:00:00,D01,18.5308,73.8474,27.99375,77.7675,141.875,34.539086144733766,56.355371150366544,1973,13.4,1,684.13,889.37,23.2,R02,110,80,109.1,30599.1,435.8
2020-05-06 10:00:00,D01,18.5308,73.8474,28.1575,77.58833333333332,141.41666666666666,34.44753684343662,56.43074358129602,1908,10.7,1,664.32,863.62,16.8,R04,100,80,83.3,18354.3,445.6
2020-05-06 11:00:00,D01,18.5308,73.8474,28.32125,77.40916666666666,140.95833333333334,34.35598754213949,56.50611601222549,1298,30.4,0,744.52,967.88,11.4,R03,47,80,55.3,18881.0,711.9
2020-05-06 12:00:00,D01,18.5308,73.8474,28.485,77.22999999999999,140.5,34.264438240842345,56.58148844315497,1395,26.6,0,715.74,930.46,18.1,R01,51,80,104.2,19769.1,515.6
2020-05-06 13:00:00,D01,18.5308,73.8474,28.64875,77.05083333333333,140.04166666666666,34.1728889395452,56.65686087408445,1574,19.8,0,787.61,1023.9,19.7,R01,48,80,99.1,17944.1,446.4
2020-05-06 14:00:00,D01,18.5308,73.8474,28.8125,76.87166666666667,139.58333333333334,34.08133963824807,56.73223330501392,1256,33.5,0,715.96,930.75,20.6,R01,55,80,39.3,20132.1,395.2
2020-05-06 15:00:00,D01,18.5308,73.8474,28.97625,76.6925,139.125,33.989790336950925,56.80760573594339,1373,30.0,0,772.74,1004.56,20.4,R05,33,80,103.8,18310.0,448.0
2020-05-06 16:00:00,D01,18.5308,73.8474,29.14,76.51333333333334,138.66666666666666,33.89824103565378,56.88297816687287,1023,38.2,0,742.54,965.31,20.6,R04,37,80,32.3,20946.5,504.6
2020-05-06 17:00:00,D01,18.5308,73.8474,29.30375,76.33416666666666,138.20833333333334,33.80669173435665,56.95835059780234,2566,9.3,1,773.06,1004.98,17.9,R02,93,80,170.8,19247.3,403.1
2020-05-06 18:00:00,D01,18.5308,73.8474,29.4675,76.155,137.75,33.715142433059505,57.03372302873181,2588,5.0,1,648.66,843.26,11.2,R02,93,80,61.4,19210.5,458.3
2020-05-06 19:00:00,D01,18.5308,73.8474,29.63125,75.97583333333333,137.29166666666666,33.62359313176236,57.10909545966129,1985,14.2,1,721.66,938.15,15.0,R01,98,80,77.0,22928.2,504.5
2020-05-06 20:00:00,D01,18.5308,73.8474,29.795,75.79666666666667,136.83333333333334,33.53204383046523,57.18446789059076,1370,26.2,0,727.41,945.64,24.2,R03,41,80,35.7,18900.1,492.0
2020-05-06 21:00:00,D01,18.5308,73.8474,29.95875,75.61749999999999,136.375,33.440494529168085,57.25984032152024,1048,41.2,0,643.63,836.72,17.0,R04,28,80,67.7,22521.2,442.3
2020-05-06 22:00:00,D01,18.5308,73.8474,30.1225,75.43833333333333,135.91666666666666,33.34894522787094,57.33521275244971,270,57.0,0,616.74,801.76,13.3,R05,8,80,11.4,23171.9,261.8
2020-05-06 23:00:00,D01,18.5308,73.8474,30.28625,75.25916666666666,135.45833333333334,33.25739592657381,57.41058518337918,264,53.7,0,257.74,335.06,15.7,R02,8,80,14.8,6640.7,193.8
2020-05-07 00:00:00,D01,18.5308,73.8474,30.45,75.08,135.0,33.165846625276664,57.48595761430866,252,52.2,0,249.49,324.34,19.4,R01,10,80,15.9,6761.6,238.6
2020-05-07 01:00:00,D01,18.5308,73.8474,30.2975,74.71583333333334,134.66666666666666,33.152513976017254,57.40391803384853,208,56.8,0,235.79,306.53,14.0,R01,6,80,15.0,7856.2,183.2
2020-05-07 02:00:00,D01,18.5308,73.8474,30.145,74.35166666666666,134.33333333333334,33.13918132675784,57.3218784533884,234,51.3,0,242.24,314.92,16.8,R03,11,80,10.3,7132.2,199.1
2020-05-07 03:00:00,D01,18.5308,73.8474,29.9925,73.9875,134.0,33.12584867749843,57.23983887292827,205,58.8,0,257.84,335.19,14.1,R01,6,80,13.0,6506.6,299.2
2020-05-07 04:00:00,D01,18.5308,73.8474,29.84,73.62333333333333,133.66666666666666,33.11251602823902,57.15779929246813,232,53.5,0,263.02,341.93,13.7,R05,6,80,11.3,8173.6,227.0
2020-05-07 05:00:00,D01,18.5308,73.8474,29.6875,73.25916666666667,133.33333333333334,33.09918337897961,57.07575971200801,218,56.0,0,247.13,321.27,18.5,R04,4,80,14.1,7042.5,205.5
2020-05-07 06:00:00,D01,18.5308,73.8474,29.535,72.895,133.0,33.08585072972021,56.99372013154788,1287,30.8,0,542.3,704.99,16.9,R02,25,80,35.9,23531.7,362.3
2020-05-07 07:00:00,D01,18.5308,73.8474,29.3825,72.53083333333333,132.66666666666666,33.0725180804608,56.91168055108774,1357,27.2,0,511.27,664.65,13.5,R04,40,80,58.6,29786.7,394.8
2020-05-07 08:00:00,D01,18.5308,73.8474,29.23,72.16666666666667,132.33333333333334,33.059185431201385,56.829640970627615,2363,6.9,1,596.63,775.62,22.4,R04,87,80,82.3,30791.7,439.1
2020-05-07 09:00:00,D01,18.5308,73.8474,29.0775,71.8025,132.0,33.045852781941974,56.74760139016748,1961,16.0,1,675.93,878.7,15.1,R04,108,80,138.4,28517.2,536.8
2020-05-07 10:00:00,D01,18.5308,73.8474,28.925,71.43833333333333,131.66666666666666,33.03252013268256,56.66556180970735,1904,16.4,1,729.07,947.79,23.5,R02,87,80,138.4,21175.1,406.1
2020-05-07 11:00:00,D01,18.5308,73.8474,28.7725,71.07416666666667,131.33333333333334,33.01918748342315,56.58352222924722,1333,30.9,0,655.46,852.09,16.0,R05,35,80,94.0,20132.8,602.0
2020-05-07 12:00:00,D01,18.5308,73.8474,28.62,70.71000000000001,131.0,33.00585483416374,56.50148264878709,1495,22.2,0,691.81,899.36,20.8,R01,44,80,53.6,19527.6,421.5
2020-05-07 13:00:00,D01,18.5308,73.8474,28.4675,70.34583333333333,130.66666666666666,32.99252218490433,56.41944306832696,1613,21.9,0,662.54,861.31,19.2,R04,51,80,107.4,19551.8,535.9
2020-05-07 14:00:00,D01,18.5308,73.8474,28.315,69.98166666666667,130.33333333333334,32.97918953564492,56.33740348786683,1536,28.4,0,717.42,932.65,15.5,R05,46,80,85.4,18473.6,619.8
2020-05-07 15:00:00,D01,18.5308,73.8474,28.1625,69.6175,130.0,32.96585688638551,56.2553639074067,1243,29.2,0,691.32,898.72,16.7,R05,37,80,61.7,17833.6,599.4
2020-05-07 16:00:00,D01,18.5308,73.8474,28.01,69.25333333333333,129.66666666666666,32.9525242371261,56.17332432694656,1097,37.2,0,707.44,919.67,15.9,R02,34,80,27.0,20233.5,468.5
2020-05-07 17:00:00,D01,18.5308,73.8474,27.8575,68.88916666666667,129.33333333333334,32.93919158786669,56.09128474648644,2087,7.3,1,664.26,863.54,15.1,R04,85,80,163.5,18644.2,495.0
2020-05-07 18:00:00,D01,18.5308,73.8474,27.705,68.525,129.0,32.92585893860728,56.009245166026304,2545,11.0,1,706.73,918.75,14.7,R05,85,80,51.3,19437.3,472.1
2020-05-07 19:00:00,D01,18.5308,73.8474,27.5525,68.16083333333333,128.66666666666666,32.91252628934787,55.92720558556617,2151,6.8,1,731.28,950.66,18.8,R03,79,80,83.9,21997.4,437.3
2020-05-07 20:00:00,D01,18.5308,73.8474,27.4,67.79666666666667,128.33333333333334,32.89919364008846,55.84516600510605,1102,36.7,0,644.14,837.39,23.1,R05,47,80,53.5,19341.9,315.6
2020-05-07 21:00:00,D01,18.5308,73.8474,27.2475,67.4325,128.0,32.88586099082905,55.76312642464591,1200,35.6,0,715.39,930.0,16.7,R04,44,80,86.4,19870.0,445.9
2020-05-07 22:00:00,D01,18.5308,73.8474,27.095,67.06833333333333,127.66666666666669,32.87252834156964,55.68108684418578,215,50.1,0,710.92,924.2,16.8,R05,12,80,13.6,20898.1,216.4
2020-05-07 23:00:00,D01,18.5308,73.8474,26.9425,66.70416666666667,127.33333333333331,32.85919569231023,55.59904726372565,224,55.7,0,238.55,310.12,11.1,R04,12,80,9.5,7057.8,186.6
2020-05-08 00:00:00,D01,18.5308,73.8474,26.79,66.34,127.0,32.84586304305082,55.51700768326552,216,49.9,0,231.21,300.58,15.6,R03,9,80,12.9,9252.6,146.1
2020-05-08 01:00:00,D01,18.5308,73.8474,26.665,66.6825,126.79166666666669,32.91308595023651,55.58771177740404,261,54.7,0,276.75,359.78,17.6,R01,8,80,20.5,8408.3,232.7
2020-05-08 02:00:00,D01,18.5308,73.8474,26.54,67.025,126.58333333333331,32.9803088574222,55.65841587154255,226,58.5,0,265.5,345.15,13.6,R04,5,80,6.9,8434.9,188.4
2020-05-08 03:00:00,D01,18.5308,73.8474,26.415,67.3675,126.375,33.04753176460789,55.72911996568107,272,54.5,0,264.12,343.36,19.0,R03,7,80,7.9,6026.0,186.6
2020-05-08 04:00:00,D01,18.5308,73.8474,26.29,67.71000000000001,126.16666666666669,33.114754671793584,55.79982405981959,245,53.3,0,232.34,302.04,16.1,R04,5,80,11.7,8381.8,290.9
2020-05-08 05:00:00,D01,18.5308,73.8474,26.165,68.05250000000001,125.95833333333331,33.18197757897927,55.870528153958105,258,53.6,0,254.0,330.2,10.1,R05,7,80,5.4,7224.9,232.4
2020-05-08 06:00:00,D01,18.5308,73.8474,26.04,68.39500000000001,125.75,33.249200486164966,55.94123224809663,1297,33.6,0,562.3,730.99,16.6,R03,27,80,61.0,23894.5,441.3
2020-05-08 07:00:00,D01,18.5308,73.8474,25.915,68.7375,125.54166666666669,33.316423393350654,56.01193634223514,1280,31.2,0,512.24,665.91,18.7,R02,38,80,74.9,23174.3,514.3
2020-05-08 08:00:00,D01,18.5308,73.8474,25.79,69.08,125.33333333333331,33.38364630053634,56.08264043637366,2059,14.0,1,509.08,661.81,24.8,R05,87,80,156.0,23927.6,420.3
2020-05-08 09:00:00,D01,18.5308,73.8474,25.665,69.4225,125.125,33.45086920772204,56.15334453051217,2122,8.6,1,715.63,930.32,10.9,R01,73,80,126.2,22445.0,575.4
2020-05-08 10:00:00,D01,18.5308,73.8474,25.54,69.765,124.91666666666669,33.518092114907724,56.22404862465069,2422,10.7,1,772.9,1004.77,14.4,R04,108,80,139.2,19554.6,668.8
2020-05-08 11:00:00,D01,18.5308,73.8474,25.415,70.1075,124.70833333333331,33.58531502209342,56.294752718789205,1197,34.7,0,722.3,938.99,24.6,R02,47,80,71.7,17198.4,556.1
2020-05-08 12:00:00,D01,18.5308,73.8474,25.29,70.45,124.5,33.652537929279106,56.365456812927725,1473,22.9,0,653.68,849.78,17.9,R04,41,80,105.2,18187.0,398.3
2020-05-08 13:00:00,D01,18.5308,73.8474,25.165,70.7925,124.29166666666669,33.71976083646479,56.436160907066245,1245,31.7,0,695.36,903.96,16.5,R04,40,80,77.9,18464.1,665.2
2020-05-08 14:00:00,D01,18.5308,73.8474,25.04,71.135,124.08333333333331,33.78698374365049,56.50686500120476,1587,21.7,0,743.27,966.25,11.5,R04,44,80,102.5,17269.5,624.6
2020-05-08 15:00:00,D01,18.5308,73.8474,24.915,71.4775,123.875,33.854206650836176,56.57756909534328,1170,33.8,0,746.07,969.89,15.4,R01,28,80,81.4,19157.5,627.9
2020-05-08 16:00:00,D01,18.5308,73.8474,24.79,71.82000000000001,123.66666666666669,33.92142955802187,56.64827318948179,1162,32.1,0,678.62,882.2,21.1,R05,28,80,73.4,22391.5,450.7
