timestamp,district_id,water_liters,waste_kg
2020-05-04 02:00:00,D08,6493.2,234.3
2020-05-04 02:00:00,D09,6889.6,231.1
2020-05-04 02:00:00,D10,8672.2,222.8
2020-05-04 03:00:00,D01,7712.2,212.0
2020-05-04 03:00:00,D02,6364.8,200.6
2020-05-04 03:00:00,D03,6195.8,223.7
2020-05-04 03:00:00,D04,4485.2,218.2
2020-05-04 03:00:00,D05,9606.1,278.6
2020-05-04 03:00:00,D06,6507.3,156.3
2020-05-04 03:00:00,D07,6352.3,186.0
2020-05-04 03:00:00,D08,5337.7,222.3
2020-05-04 03:00:00,D09,6868.0,163.9
2020-05-04 03:00:00,D10,7603.3,205.7
2020-05-04 04:00:00,D01,7264.3,257.6
2020-05-04 04:00:00,D02,6398.6,287.9
2020-05-04 04:00:00,D03,7042.0,194.6
2020-05-04 04:00:00,D04,7069.6,183.4
2020-05-04 04:00:00,D05,7472.3,226.9
2020-05-04 04:00:00,D06,6451.2,183.1
2020-05-04 04:00:00,D07,5066.4,148.9
2020-05-04 04:00:00,D08,7281.1,181.3
2020-05-04 04:00:00,D09,6059.3,199.9
2020-05-04 04:00:00,D10,7568.1,273.7
2020-05-04 05:00:00,D01,8372.8,153.6
2020-05-04 05:00:00,D02,8067.9,194.8
2020-05-04 05:00:00,D03,6223.4,251.5
2020-05-04 05:00:00,D04,5911.9,108.3
2020-05-04 05:00:00,D05,8815.8,221.1
2020-05-04 05:00:00,D06,6325.2,241.1
2020-05-04 05:00:00,D07,4914.3,213.6
2020-05-04 05:00:00,D08,6364.4,159.0
2020-05-04 05:00:00,D09,5321.0,254.0
2020-05-04 05:00:00,D10,8779.2,258.6
2020-05-04 06:00:00,D01,23183.4,363.5
2020-05-04 06:00:00,D02,20431.7,479.1
2020-05-04 06:00:00,D03,22897.7,343.1
2020-05-04 06:00:00,D04,19900.8,305.2
2020-05-04 06:00:00,D05,34060.6,647.4
2020-05-04 06:00:00,D06,22972.0,388.5
2020-05-04 06:00:00,D07,18885.6,358.1
2020-05-04 06:00:00,D08,20421.2,324.2
2020-05-04 06:00:00,D09,25088.7,293.3
2020-05-04 06:00:00,D10,27751.7,476.0
2020-05-04 07:00:00,D01,22696.3,449.9
2020-05-04 07:00:00,D02,25551.3,294.8
2020-05-04 07:00:00,D03,26318.2,388.9
2020-05-04 07:00:00,D04,22186.3,392.8
2020-05-04 07:00:00,D05,29573.3,574.1
2020-05-04 07:00:00,D06,25190.1,313.2
2020-05-04 07:00:00,D07,17685.3,383.3
2020-05-04 07:00:00,D08,18819.7,1096.6
2020-05-04 07:00:00,D09,21104.5,392.0
2020-05-04 07:00:00,D10,26233.7,909.8
2020-05-04 08:00:00,D01,25678.5,440.2
2020-05-04 08:00:00,D02,21421.3,418.5
2020-05-04 08:00:00,D03,23086.2,508.1
2020-05-04 08:00:00,D04,21573.6,396.0
2020-05-04 08:00:00,D05,29817.9,510.4
2020-05-04 08:00:00,D06,20305.7,424.1
2020-05-04 08:00:00,D07,18553.1,380.8
2020-05-04 08:00:00,D08,19909.5,444.3
2020-05-04 08:00:00,D09,23800.9,386.3
2020-05-04 08:00:00,D10,31895.8,520.1
2020-05-04 09:00:00,D01,27242.3,598.6
2020-05-04 09:00:00,D02,23613.4,505.4
2020-05-04 09:00:00,D03,26415.6,1359.0
2020-05-04 09:00:00,D04,23646.8,491.3
2020-05-04 09:00:00,D05,32711.2,599.5
2020-05-04 09:00:00,D06,23770.9,529.4
2020-05-04 09:00:00,D07,20251.2,320.8
2020-05-04 09:00:00,D08,24743.7,538.0
2020-05-04 09:00:00,D09,22682.0,344.6
2020-05-04 09:00:00,D10,26735.8,691.7
2020-05-04 10:00:00,D01,20620.6,639.3
2020-05-04 10:00:00,D02,18462.9,482.5
2020-05-04 10:00:00,D03,16615.3,589.7
2020-05-04 10:00:00,D04,14377.5,400.2
2020-05-04 10:00:00,D05,20315.9,728.3
2020-05-04 10:00:00,D06,17186.9,536.9
2020-05-04 10:00:00,D07,13047.0,385.8
2020-05-04 10:00:00,D08,15541.8,813.9
2020-05-04 10:00:00,D09,14108.1,587.2
2020-05-04 10:00:00,D10,19977.3,574.8
2020-05-04 11:00:00,D01,17337.0,563.4
2020-05-04 11:00:00,D02,17414.1,530.6
2020-05-04 11:00:00,D03,19871.5,430.8
2020-05-04 11:00:00,D04,13510.3,515.2
2020-05-04 11:00:00,D05,21115.8,800.9
2020-05-04 11:00:00,D06,14482.0,450.0
2020-05-04 11:00:00,D07,12210.8,430.3
2020-05-04 11:00:00,D08,12648.7,499.8
2020-05-04 11:00:00,D09,14424.8,505.4
2020-05-04 11:00:00,D10,22031.5,505.9
2020-05-04 12:00:00,D01,18055.7,444.5
2020-05-04 12:00:00,D02,15009.6,311.7
2020-05-04 12:00:00,D03,18562.3,400.2
2020-05-04 12:00:00,D04,16987.5,351.7
2020-05-04 12:00:00,D05,23375.9,524.7
2020-05-04 12:00:00,D06,15243.6,283.7
2020-05-04 12:00:00,D07,14303.9,382.4
2020-05-04 12:00:00,D08,16884.6,406.1
2020-05-04 12:00:00,D09,13894.4,428.6
2020-05-04 12:00:00,D10,20261.8,519.0
2020-05-04 13:00:00,D01,19850.5,609.3
2020-05-04 13:00:00,D02,17040.6,576.3
2020-05-04 13:00:00,D03,17070.5,471.0
2020-05-04 13:00:00,D04,16433.7,335.5
2020-05-04 13:00:00,D05,23653.1,636.7
2020-05-04 13:00:00,D06,17483.0,561.1
2020-05-04 13:00:00,D07,16510.8,348.5
2020-05-04 13:00:00,D08,15674.6,520.5
2020-05-04 13:00:00,D09,13762.6,532.6
2020-05-04 13:00:00,D10,19856.3,566.8
2020-05-04 14:00:00,D01,18980.4,569.9
2020-05-04 14:00:00,D02,15495.7,375.9
2020-05-04 14:00:00,D03,16164.0,526.1
2020-05-04 14:00:00,D04,15888.1,393.5
2020-05-04 14:00:00,D05,23808.1,553.6
2020-05-04 14:00:00,D06,13955.0,367.9
2020-05-04 14:00:00,D07,13805.0,406.7
2020-05-04 14:00:00,D08,14392.6,504.4
2020-05-04 14:00:00,D09,16820.8,548.2
2020-05-04 14:00:00,D10,20406.2,521.6
2020-05-04 15:00:00,D01,19633.0,424.0
2020-05-04 15:00:00,D02,14615.6,409.7
2020-05-04 15:00:00,D03,17382.1,2305.0
2020-05-04 15:00:00,D04,13777.2,500.2
2020-05-04 15:00:00,D05,69380.5,545.3
2020-05-04 15:00:00,D06,15665.8,463.2
2020-05-04 15:00:00,D07,15825.7,419.9
2020-05-04 15:00:00,D08,13963.2,481.2
2020-05-04 15:00:00,D09,16114.0,515.5
2020-05-04 15:00:00,D10,18398.5,666.6
2020-05-04 16:00:00,D01,18440.9,411.9
2020-05-04 16:00:00,D02,17040.4,419.4
2020-05-04 16:00:00,D03,18349.2,438.3
2020-05-04 16:00:00,D04,15469.6,413.1
2020-05-04 16:00:00,D05,25478.8,410.6
2020-05-04 16:00:00,D06,14822.5,294.5
2020-05-04 16:00:00,D07,15776.0,230.0
2020-05-04 16:00:00,D08,35295.0,235.8
2020-05-04 16:00:00,D09,14839.2,369.7
2020-05-04 16:00:00,D10,18857.5,378.5
2020-05-04 17:00:00,D01,17177.9,479.1
2020-05-04 17:00:00,D02,17231.5,334.9
2020-05-04 17:00:00,D03,20901.0,410.6
2020-05-04 17:00:00,D04,16567.5,301.7
2020-05-04 17:00:00,D05,23070.5,496.7
2020-05-04 17:00:00,D06,15055.2,385.5
2020-05-04 17:00:00,D07,12576.7,343.6
2020-05-04 17:00:00,D08,14743.2,376.3
2020-05-04 17:00:00,D09,16808.6,310.9
2020-05-04 17:00:00,D10,17060.2,349.9
2020-05-04 18:00:00,D01,21274.1,329.9
2020-05-04 18:00:00,D02,19226.8,391.6
2020-05-04 18:00:00,D03,22244.3,357.9
2020-05-04 18:00:00,D04,18409.7,389.8
2020-05-04 18:00:00,D05,27094.3,527.5
2020-05-04 18:00:00,D06,18341.6,360.0
2020-05-04 18:00:00,D07,14612.1,235.5
2020-05-04 18:00:00,D08,17321.5,331.9
2020-05-04 18:00:00,D09,17791.8,341.5
2020-05-04 18:00:00,D10,21441.8,1400.6
2020-05-04 19:00:00,D01,19925.4,327.9
2020-05-04 19:00:00,D02,18351.2,301.2
2020-05-04 19:00:00,D03,19257.9,506.7
2020-05-04 19:00:00,D04,15319.6,329.5
2020-05-04 19:00:00,D05,25412.7,507.2
2020-05-04 19:00:00,D06,18076.0,305.8
2020-05-04 19:00:00,D07,12822.9,377.3
2020-05-04 19:00:00,D08,15664.4,346.9
2020-05-04 19:00:00,D09,17799.8,398.8
2020-05-04 19:00:00,D10,20015.6,452.3
2020-05-04 20:00:00,D01,19660.8,556.8
2020-05-04 20:00:00,D02,19940.0,330.5
2020-05-04 20:00:00,D03,22714.5,497.6
2020-05-04 20:00:00,D04,17175.6,328.8
2020-05-04 20:00:00,D05,27017.1,469.6
2020-05-04 20:00:00,D06,19107.2,424.7
2020-05-04 20:00:00,D07,16306.4,378.8
2020-05-04 20:00:00,D08,19092.7,315.5
2020-05-04 20:00:00,D09,16255.3,404.1
2020-05-04 20:00:00,D10,19339.5,502.4
2020-05-04 21:00:00,D01,19157.0,350.3
2020-05-04 21:00:00,D02,19712.7,436.8
2020-05-04 21:00:00,D03,21420.3,452.8
2020-05-04 21:00:00,D04,16223.1,309.3
2020-05-04 21:00:00,D05,23997.5,633.7
2020-05-04 21:00:00,D06,18631.0,288.1
2020-05-04 21:00:00,D07,16606.3,253.3
2020-05-04 21:00:00,D08,15564.6,386.6
2020-05-04 21:00:00,D09,17090.6,376.3
2020-05-04 21:00:00,D10,23056.0,432.8
2020-05-04 22:00:00,D01,18897.7,234.5
2020-05-04 22:00:00,D02,19044.3,155.7
2020-05-04 22:00:00,D03,22193.4,239.5
2020-05-04 22:00:00,D04,17637.0,116.3
2020-05-04 22:00:00,D05,25638.2,231.2
2020-05-04 22:00:00,D06,15572.9,146.1
2020-05-04 22:00:00,D07,15149.4,135.3
2020-05-04 22:00:00,D08,19262.1,162.5
2020-05-04 22:00:00,D09,15599.0,213.3
2020-05-04 22:00:00,D10,23909.6,308.3
2020-05-04 23:00:00,D01,8164.0,197.8
2020-05-04 23:00:00,D02,6854.2,224.4
2020-05-04 23:00:00,D03,6488.0,192.0
2020-05-04 23:00:00,D04,4962.4,226.4
2020-05-04 23:00:00,D05,8165.9,351.5
2020-05-04 23:00:00,D06,5843.2,163.7
2020-05-04 23:00:00,D07,6519.3,124.2
2020-05-04 23:00:00,D08,5466.3,176.4
2020-05-04 23:00:00,D09,13386.2,217.2
2020-05-04 23:00:00,D10,6830.2,209.3
2020-05-05 00:00:00,D01,7729.4,216.4
2020-05-05 00:00:00,D02,6095.8,238.3
2020-05-05 00:00:00,D03,7275.9,489.5
2020-05-05 00:00:00,D04,5361.0,98.3
2020-05-05 00:00:00,D05,9815.9,268.1
2020-05-05 00:00:00,D06,5893.6,169.4
2020-05-05 00:00:00,D07,5161.1,127.1
2020-05-05 00:00:00,D08,5489.1,180.4
2020-05-05 00:00:00,D09,6746.9,189.1
2020-05-05 00:00:00,D10,8045.1,252.9
2020-05-05 01:00:00,D01,7799.0,184.2
2020-05-05 01:00:00,D02,5297.3,197.0
2020-05-05 01:00:00,D03,7414.2,196.3
2020-05-05 01:00:00,D04,5476.8,201.4
2020-05-05 01:00:00,D05,7813.8,197.6
2020-05-05 01:00:00,D06,6703.9,233.2
2020-05-05 01:00:00,D07,6346.3,147.4
2020-05-05 01:00:00,D08,6419.5,205.1
2020-05-05 01:00:00,D09,6991.7,239.4
2020-05-05 01:00:00,D10,8174.0,197.1
2020-05-05 02:00:00,D01,8182.6,225.8
2020-05-05 02:00:00,D02,5097.8,185.1
2020-05-05 02:00:00,D03,7753.7,143.1
2020-05-05 02:00:00,D04,6047.0,148.4
2020-05-05 02:00:00,D05,9710.4,261.0
2020-05-05 02:00:00,D06,6178.4,226.0
2020-05-05 02:00:00,D07,6391.9,114.3
2020-05-05 02:00:00,D08,6903.2,132.4
2020-05-05 02:00:00,D09,5693.2,160.2
2020-05-05 02:00:00,D10,9226.0,200.6
2020-05-05 03:00:00,D01,7611.1,263.3
2020-05-05 03:00:00,D02,6433.2,220.0
2020-05-05 03:00:00,D03,7266.0,226.8
2020-05-05 03:00:00,D04,3918.9,200.4
2020-05-05 03:00:00,D05,9182.2,294.9
2020-05-05 03:00:00,D06,6087.3,179.7
2020-05-05 03:00:00,D07,5349.7,73.2
2020-05-05 03:00:00,D08,5134.4,451.6
2020-05-05 03:00:00,D09,6541.4,232.5
2020-05-05 03:00:00,D10,8193.8,246.8
2020-05-05 04:00:00,D01,8145.9,203.3
2020-05-05 04:00:00,D02,6319.3,227.1
2020-05-05 04:00:00,D03,7505.4,248.4
2020-05-05 04:00:00,D04,6272.1,221.1
2020-05-05 04:00:00,D05,10492.5,274.9
2020-05-05 04:00:00,D06,6983.2,168.1
2020-05-05 04:00:00,D07,4462.8,173.8
2020-05-05 04:00:00,D08,6742.9,248.8
2020-05-05 04:00:00,D09,6447.2,194.9
2020-05-05 04:00:00,D10,6199.0,246.4
2020-05-05 05:00:00,D01,8711.8,260.7
2020-05-05 05:00:00,D02,6143.3,177.0
2020-05-05 05:00:00,D03,6071.7,228.8
2020-05-05 05:00:00,D04,6796.1,148.8
2020-05-05 05:00:00,D05,10190.7,219.6
2020-05-05 05:00:00,D06,5274.1,223.2
2020-05-05 05:00:00,D07,4557.5,173.3
2020-05-05 05:00:00,D08,5787.2,204.1
2020-05-05 05:00:00,D09,6162.8,186.9
2020-05-05 05:00:00,D10,6651.3,203.0
2020-05-05 06:00:00,D01,22955.6,545.1
2020-05-05 06:00:00,D02,23079.0,386.0
2020-05-05 06:00:00,D03,24558.2,403.2
2020-05-05 06:00:00,D04,19664.0,359.0
2020-05-05 06:00:00,D05,27946.1,417.7
2020-05-05 06:00:00,D06,22179.2,289.3
2020-05-05 06:00:00,D07,18800.0,357.9
2020-05-05 06:00:00,D08,20658.8,436.1
2020-05-05 06:00:00,D09,20209.6,389.7
2020-05-05 06:00:00,D10,29510.2,478.2
2020-05-05 07:00:00,D01,26512.1,524.7
2020-05-05 07:00:00,D02,24410.1,299.1
2020-05-05 07:00:00,D03,27969.2,397.4
2020-05-05 07:00:00,D04,18778.7,391.0
2020-05-05 07:00:00,D05,33977.5,404.9
2020-05-05 07:00:00,D06,19792.7,264.6
2020-05-05 07:00:00,D07,21710.8,272.9
2020-05-05 07:00:00,D08,23895.0,437.6
