timestamp,district_id,consumption_kwh,peak_demand_kw,renewable_pct
2020-05-03 08:00:00,D02,356.93,464.01,22.2
2020-05-03 08:00:00,D03,444.53,577.89,17.2
2020-05-03 08:00:00,D04,386.38,502.29,13.6
2020-05-03 08:00:00,D05,542.79,705.62,21.3
2020-05-03 08:00:00,D06,372.99,484.89,17.5
2020-05-03 08:00:00,D07,443.71,576.82,21.6
2020-05-03 08:00:00,D08,447.32,581.51,17.1
2020-05-03 08:00:00,D09,439.06,570.78,13.5
2020-05-03 08:00:00,D10,480.61,624.8,23.0
2020-05-03 09:00:00,D01,654.71,851.12,21.8
2020-05-03 09:00:00,D02,467.55,607.82,24.7
2020-05-03 09:00:00,D03,568.14,738.58,19.6
2020-05-03 09:00:00,D04,419.36,545.17,24.7
2020-05-03 09:00:00,D05,688.54,895.1,21.3
2020-05-03 09:00:00,D06,459.11,596.85,21.5
2020-05-03 09:00:00,D07,614.15,798.39,20.1
2020-05-03 09:00:00,D08,532.57,692.34,17.3
2020-05-03 09:00:00,D09,488.0,634.4,17.1
2020-05-03 09:00:00,D10,552.33,718.03,15.2
2020-05-03 10:00:00,D01,567.55,737.82,13.5
2020-05-03 10:00:00,D02,435.98,566.77,23.8
2020-05-03 10:00:00,D03,585.7,761.41,16.0
2020-05-03 10:00:00,D04,453.0,588.9,19.4
2020-05-03 10:00:00,D05,717.37,932.58,12.7
2020-05-03 10:00:00,D06,482.22,626.88,24.6
2020-05-03 10:00:00,D07,567.16,737.31,10.3
2020-05-03 10:00:00,D08,516.54,671.5,10.4
2020-05-03 10:00:00,D09,581.09,755.42,14.2
2020-05-03 10:00:00,D10,631.48,820.92,24.9
2020-05-03 11:00:00,D01,620.78,807.01,10.5
2020-05-03 11:00:00,D02,436.46,567.39,17.2
2020-05-03 11:00:00,D03,571.24,742.61,19.1
2020-05-03 11:00:00,D04,444.35,577.66,24.0
2020-05-03 11:00:00,D05,666.14,865.99,20.4
2020-05-03 11:00:00,D06,542.64,705.44,12.2
2020-05-03 11:00:00,D07,550.69,715.9,11.6
2020-05-03 11:00:00,D08,515.65,670.34,17.7
2020-05-03 11:00:00,D09,510.31,663.4,16.3
2020-05-03 11:00:00,D10,638.34,829.84,12.4
2020-05-03 12:00:00,D01,613.59,797.67,11.5
2020-05-03 12:00:00,D02,459.02,596.73,17.9
2020-05-03 12:00:00,D03,634.16,824.41,15.9
2020-05-03 12:00:00,D04,410.71,533.92,15.8
2020-05-03 12:00:00,D05,614.68,799.08,13.4
2020-05-03 12:00:00,D06,514.65,669.05,11.0
2020-05-03 12:00:00,D07,578.05,751.47,19.1
2020-05-03 12:00:00,D08,547.01,711.12,10.3
2020-05-03 12:00:00,D09,580.63,754.82,15.5
2020-05-03 12:00:00,D10,614.6,798.98,14.9
2020-05-03 13:00:00,D01,605.58,787.26,15.8
2020-05-03 13:00:00,D02,461.31,599.71,10.3
2020-05-03 13:00:00,D03,565.86,735.62,23.3
2020-05-03 13:00:00,D04,466.98,607.08,12.2
2020-05-03 13:00:00,D05,673.61,875.69,23.4
2020-05-03 13:00:00,D06,522.89,679.76,12.2
2020-05-03 13:00:00,D07,624.99,812.49,14.5
2020-05-03 13:00:00,D08,550.6,715.77,17.9
2020-05-03 13:00:00,D09,566.34,736.24,24.0
2020-05-03 13:00:00,D10,632.19,821.84,10.1
2020-05-03 14:00:00,D01,659.98,857.97,10.8
2020-05-03 14:00:00,D02,454.0,590.2,17.7
2020-05-03 14:00:00,D03,579.82,753.77,19.1
2020-05-03 14:00:00,D04,448.0,582.4,24.0
2020-05-03 14:00:00,D05,627.22,815.38,14.1
2020-05-03 14:00:00,D06,545.08,708.61,11.2
2020-05-03 14:00:00,D07,594.92,773.39,20.2
2020-05-03 14:00:00,D08,556.32,723.21,20.4
2020-05-03 14:00:00,D09,494.6,642.98,22.8
2020-05-03 14:00:00,D10,540.25,702.32,16.0
2020-05-03 15:00:00,D01,556.92,724.0,18.2
2020-05-03 15:00:00,D02,492.48,640.23,24.1
2020-05-03 15:00:00,D03,610.03,793.04,18.1
2020-05-03 15:00:00,D04,488.77,635.41,17.2
2020-05-03 15:00:00,D05,669.65,870.54,18.9
2020-05-03 15:00:00,D06,493.72,641.84,22.6
2020-05-03 15:00:00,D07,545.51,709.16,18.3
2020-05-03 15:00:00,D08,580.4,754.52,23.6
2020-05-03 15:00:00,D09,569.87,740.84,17.6
2020-05-03 15:00:00,D10,598.83,778.48,15.9
2020-05-03 16:00:00,D01,604.75,786.17,23.6
2020-05-03 16:00:00,D02,517.34,672.55,23.4
2020-05-03 16:00:00,D03,540.06,702.07,22.8
2020-05-03 16:00:00,D04,490.19,637.25,15.4
2020-05-03 16:00:00,D05,664.01,863.22,21.7
2020-05-03 16:00:00,D06,509.02,661.72,24.9
2020-05-03 16:00:00,D07,577.0,750.11,20.7
2020-05-03 16:00:00,D08,588.22,764.68,17.4
2020-05-03 16:00:00,D09,567.02,737.13,18.2
2020-05-03 16:00:00,D10,571.87,743.44,11.6
2020-05-03 17:00:00,D01,595.65,774.34,21.0
2020-05-03 17:00:00,D02,516.45,671.38,13.8
2020-05-03 17:00:00,D03,565.31,734.9,12.3
2020-05-03 17:00:00,D04,467.01,607.11,24.4
2020-05-03 17:00:00,D05,680.2,884.26,19.3
2020-05-03 17:00:00,D06,508.15,660.6,11.3
2020-05-03 17:00:00,D07,608.88,791.55,19.0
2020-05-03 17:00:00,D08,573.65,745.74,23.5
2020-05-03 17:00:00,D09,559.29,727.08,21.7
2020-05-03 17:00:00,D10,631.9,821.47,24.8
2020-05-03 18:00:00,D01,574.34,746.64,11.6
2020-05-03 18:00:00,D02,438.68,570.28,21.8
2020-05-03 18:00:00,D03,489.52,636.37,10.9
2020-05-03 18:00:00,D04,381.56,496.03,21.0
2020-05-03 18:00:00,D05,614.44,798.77,15.5
2020-05-03 18:00:00,D06,430.04,559.05,21.0
2020-05-03 18:00:00,D07,521.23,677.6,14.0
2020-05-03 18:00:00,D08,531.73,691.24,18.4
2020-05-03 18:00:00,D09,477.91,621.29,19.6
2020-05-03 18:00:00,D10,515.84,670.6,21.9
2020-05-03 19:00:00,D01,534.56,694.92,12.4
2020-05-03 19:00:00,D02,467.28,607.46,20.6
2020-05-03 19:00:00,D03,506.27,658.15,11.7
2020-05-03 19:00:00,D04,445.99,579.79,21.6
2020-05-03 19:00:00,D05,593.07,770.99,19.9
2020-05-03 19:00:00,D06,431.77,561.3,17.6
2020-05-03 19:00:00,D07,488.55,635.11,15.9
2020-05-03 19:00:00,D08,472.13,613.77,17.1
2020-05-03 19:00:00,D09,483.74,628.86,16.7
2020-05-03 19:00:00,D10,491.42,638.85,15.4
2020-05-03 20:00:00,D01,594.14,772.38,15.5
2020-05-03 20:00:00,D02,461.33,599.72,15.5
2020-05-03 20:00:00,D03,532.28,691.96,18.5
2020-05-03 20:00:00,D04,455.37,591.98,11.6
2020-05-03 20:00:00,D05,556.91,723.98,19.1
2020-05-03 20:00:00,D06,508.8,661.44,24.8
2020-05-03 20:00:00,D07,538.87,700.53,17.0
2020-05-03 20:00:00,D08,530.97,690.26,18.3
2020-05-03 20:00:00,D09,504.61,656.0,23.1
2020-05-03 20:00:00,D10,567.21,737.37,17.5
2020-05-03 21:00:00,D01,560.84,729.09,19.6
2020-05-03 21:00:00,D02,438.37,569.89,16.9
2020-05-03 21:00:00,D03,488.28,634.77,12.6
2020-05-03 21:00:00,D04,416.76,541.79,22.3
2020-05-03 21:00:00,D05,587.11,763.24,17.8
2020-05-03 21:00:00,D06,452.39,588.1,11.6
2020-05-03 21:00:00,D07,590.13,767.17,22.8
2020-05-03 21:00:00,D08,472.51,614.26,20.8
2020-05-03 21:00:00,D09,476.45,619.39,24.9
2020-05-03 21:00:00,D10,519.21,674.98,13.6
2020-05-03 22:00:00,D01,572.82,744.67,22.5
2020-05-03 22:00:00,D02,415.09,539.62,20.6
2020-05-03 22:00:00,D03,493.16,641.11,23.8
2020-05-03 22:00:00,D04,382.72,497.54,23.7
2020-05-03 22:00:00,D05,613.16,797.11,16.7
2020-05-03 22:00:00,D06,511.06,664.37,24.9
2020-05-03 22:00:00,D07,556.81,723.86,11.9
2020-05-03 22:00:00,D08,516.64,671.64,17.9
2020-05-03 22:00:00,D09,492.85,640.71,18.5
2020-05-03 22:00:00,D10,488.54,635.11,20.7
2020-05-03 23:00:00,D01,226.6,294.58,11.7
2020-05-03 23:00:00,D02,172.5,224.25,18.5
2020-05-03 23:00:00,D03,215.5,280.15,11.3
2020-05-03 23:00:00,D04,164.73,214.14,14.2
2020-05-03 23:00:00,D05,236.6,307.58,21.6
2020-05-03 23:00:00,D06,186.95,243.03,11.8
2020-05-03 23:00:00,D07,211.71,275.22,24.5
2020-05-03 23:00:00,D08,184.84,240.29,22.8
2020-05-03 23:00:00,D09,196.67,255.67,21.6
2020-05-03 23:00:00,D10,198.85,258.5,14.3
2020-05-04 00:00:00,D01,276.49,359.44,15.4
2020-05-04 00:00:00,D02,182.64,237.43,19.0
2020-05-04 00:00:00,D03,226.25,294.13,21.9
2020-05-04 00:00:00,D04,194.37,252.68,23.1
2020-05-04 00:00:00,D05,293.8,381.93,11.7
2020-05-04 00:00:00,D06,206.23,268.09,21.6
2020-05-04 00:00:00,D07,240.56,312.73,24.6
2020-05-04 00:00:00,D08,244.5,317.84,10.2
2020-05-04 00:00:00,D09,239.27,311.05,11.5
2020-05-04 00:00:00,D10,227.02,295.13,21.0
2020-05-04 01:00:00,D01,274.39,356.71,18.0
2020-05-04 01:00:00,D02,191.69,249.19,15.3
2020-05-04 01:00:00,D03,236.92,308.0,14.9
2020-05-04 01:00:00,D04,179.29,233.08,19.1
2020-05-04 01:00:00,D05,300.22,390.29,14.6
2020-05-04 01:00:00,D06,198.01,257.42,22.6
2020-05-04 01:00:00,D07,256.43,333.36,24.0
2020-05-04 01:00:00,D08,217.87,283.23,12.2
2020-05-04 01:00:00,D09,224.21,291.47,19.2
2020-05-04 01:00:00,D10,243.64,316.73,19.0
2020-05-04 02:00:00,D01,239.38,311.19,17.2
2020-05-04 02:00:00,D02,206.46,268.4,16.5
2020-05-04 02:00:00,D03,253.38,329.4,16.8
2020-05-04 02:00:00,D04,182.72,237.54,14.6
2020-05-04 02:00:00,D05,273.01,354.91,10.3
2020-05-04 02:00:00,D06,218.37,283.88,22.7
2020-05-04 02:00:00,D07,237.49,308.74,10.7
2020-05-04 02:00:00,D08,256.22,333.08,14.0
2020-05-04 02:00:00,D09,205.76,267.49,15.5
2020-05-04 02:00:00,D10,256.28,333.16,14.4
2020-05-04 03:00:00,D01,259.54,337.41,16.2
2020-05-04 03:00:00,D02,184.83,240.28,15.0
2020-05-04 03:00:00,D03,255.61,332.29,19.2
2020-05-04 03:00:00,D04,174.64,227.03,12.4
2020-05-04 03:00:00,D05,285.78,371.52,22.2
2020-05-04 03:00:00,D06,204.89,266.36,18.9
2020-05-04 03:00:00,D07,228.49,297.04,14.7
2020-05-04 03:00:00,D08,211.09,274.41,21.5
2020-05-04 03:00:00,D09,217.97,283.36,22.2
2020-05-04 03:00:00,D10,254.8,331.24,22.4
2020-05-04 04:00:00,D01,244.76,318.19,12.8
2020-05-04 04:00:00,D02,219.02,284.73,20.8
2020-05-04 04:00:00,D03,260.95,339.23,10.2
2020-05-04 04:00:00,D04,183.51,238.57,21.1
2020-05-04 04:00:00,D05,254.5,330.85,18.5
2020-05-04 04:00:00,D06,208.25,270.73,10.3
2020-05-04 04:00:00,D07,231.69,301.2,14.3
2020-05-04 04:00:00,D08,215.36,279.97,19.5
2020-05-04 04:00:00,D09,210.91,274.19,14.2
2020-05-04 04:00:00,D10,264.09,343.31,17.0
2020-05-04 05:00:00,D01,250.21,325.27,20.9
2020-05-04 05:00:00,D02,216.53,281.49,10.4
2020-05-04 05:00:00,D03,242.07,314.7,19.2
2020-05-04 05:00:00,D04,182.15,236.8,21.6
2020-05-04 05:00:00,D05,304.17,395.42,24.2
2020-05-04 05:00:00,D06,201.36,261.77,13.4
2020-05-04 05:00:00,D07,266.99,347.08,16.9
2020-05-04 05:00:00,D08,219.87,285.83,20.6
2020-05-04 05:00:00,D09,212.78,276.62,14.0
2020-05-04 05:00:00,D10,263.16,342.11,12.4
2020-05-04 06:00:00,D01,513.58,667.65,14.0
2020-05-04 06:00:00,D02,449.71,584.62,11.8
2020-05-04 06:00:00,D03,535.08,695.6,19.4
2020-05-04 06:00:00,D04,444.83,578.28,13.4
2020-05-04 06:00:00,D05,650.33,845.42,13.5
2020-05-04 06:00:00,D06,481.18,625.54,16.5
2020-05-04 06:00:00,D07,496.66,645.66,20.7
2020-05-04 06:00:00,D08,484.68,630.08,12.6
2020-05-04 06:00:00,D09,475.35,617.95,19.8
2020-05-04 06:00:00,D10,509.5,662.35,12.8
2020-05-04 07:00:00,D01,507.45,659.69,17.1
2020-05-04 07:00:00,D02,434.01,564.21,13.5
2020-05-04 07:00:00,D03,490.09,637.12,16.4
2020-05-04 07:00:00,D04,439.8,571.74,20.7
2020-05-04 07:00:00,D05,655.64,852.33,10.1
2020-05-04 07:00:00,D06,508.1,660.54,15.1
2020-05-04 07:00:00,D07,590.91,768.19,13.8
2020-05-04 07:00:00,D08,510.75,663.97,15.3
2020-05-04 07:00:00,D09,475.1,617.63,22.6
2020-05-04 07:00:00,D10,564.65,734.05,24.9
2020-05-04 08:00:00,D01,575.37,747.97,16.9
2020-05-04 08:00:00,D02,404.19,525.45,24.9
2020-05-04 08:00:00,D03,543.68,706.78,20.5
2020-05-04 08:00:00,D04,408.07,530.5,18.2
2020-05-04 08:00:00,D05,665.64,865.34,12.5
2020-05-04 08:00:00,D06,445.45,579.09,12.3
2020-05-04 08:00:00,D07,569.58,740.46,10.9
2020-05-04 08:00:00,D08,470.69,611.9,14.5
2020-05-04 08:00:00,D09,490.6,637.78,16.1
2020-05-04 08:00:00,D10,489.14,635.89,24.4
2020-05-04 09:00:00,D01,780.88,1015.14,14.2
2020-05-04 09:00:00,D02,586.32,762.21,18.7
2020-05-04 09:00:00,D03,648.94,843.62,13.9
2020-05-04 09:00:00,D04,528.3,686.79,16.3
2020-05-04 09:00:00,D05,745.79,969.53,22.1
2020-05-04 09:00:00,D06,589.31,766.1,19.8
2020-05-04 09:00:00,D07,642.33,835.03,18.0
2020-05-04 09:00:00,D08,629.96,818.95,17.9
2020-05-04 09:00:00,D09,657.6,854.88,21.5
2020-05-04 09:00:00,D10,664.93,864.41,20.4
2020-05-04 10:00:00,D01,779.22,1012.99,19.4
2020-05-04 10:00:00,D02,520.97,677.25,20.2
2020-05-04 10:00:00,D03,630.78,820.01,23.1
2020-05-04 10:00:00,D04,531.0,690.3,15.8
2020-05-04 10:00:00,D05,709.34,922.14,15.7
2020-05-04 10:00:00,D06,639.2,830.96,10.3
2020-05-04 10:00:00,D07,681.42,885.85,24.0
2020-05-04 10:00:00,D08,640.01,832.02,16.4
2020-05-04 10:00:00,D09,632.42,822.14,16.9
2020-05-04 10:00:00,D10,639.5,831.35,10.3
2020-05-04 11:00:00,D01,731.75,951.28,23.8
2020-05-04 11:00:00,D02,516.25,671.13,13.2
2020-05-04 11:00:00,D03,667.12,867.26,22.1
2020-05-04 11:00:00,D04,504.81,656.26,23.2
2020-05-04 11:00:00,D05,709.02,921.72,24.1
2020-05-04 11:00:00,D06,598.69,778.29,19.9
2020-05-04 11:00:00,D07,666.77,866.8,21.7
2020-05-04 11:00:00,D08,610.17,793.22,10.7
2020-05-04 11:00:00,D09,609.62,792.51,22.8
2020-05-04 11:00:00,D10,719.82,935.76,17.8
2020-05-04 12:00:00,D01,726.36,944.27,11.9
2020-05-04 12:00:00,D02,598.55,778.12,21.8
2020-05-04 12:00:00,D03,706.33,918.23,17.0
2020-05-04 12:00:00,D04,578.4,751.92,23.2
2020-05-04 12:00:00,D05,800.77,1041.0,15.6
2020-05-04 12:00:00,D06,605.46,787.1,18.6
2020-05-04 12:00:00,D07,670.41,871.53,14.6
2020-05-04 12:00:00,D08,641.61,834.09,18.6
2020-05-04 12:00:00,D09,613.68,797.79,14.0
2020-05-04 12:00:00,D10,720.64,936.83,18.0
2020-05-04 13:00:00,D01,654.12,850.35,15.5
2020-05-04 13:00:00,D02,603.51,784.56,21.3
2020-05-04 13:00:00,D03,660.68,858.89,24.1
2020-05-04 13:00:00,D04,484.42,629.75,24.4
2020-05-04 13:00:00,D05,738.71,960.32,10.1
2020-05-04 13:00:00,D06,583.67,758.77,15.4
2020-05-04 13:00:00,D07,690.25,897.33,22.0
2020-05-04 13:00:00,D08,698.54,908.1,16.0
2020-05-04 13:00:00,D09,613.9,798.07,12.2
2020-05-04 13:00:00,D10,622.92,809.79,19.6
2020-05-04 14:00:00,D01,653.65,849.75,21.0
2020-05-04 14:00:00,D02,564.75,734.18,13.0
2020-05-04 14:00:00,D03,690.31,897.4,12.7
2020-05-04 14:00:00,D04,522.75,679.58,22.0
2020-05-04 14:00:00,D05,772.36,1004.07,12.2
2020-05-04 14:00:00,D06,617.98,803.37,12.8
2020-05-04 14:00:00,D07,717.57,932.84,17.2
2020-05-04 14:00:00,D08,647.72,842.03,22.8
2020-05-04 14:00:00,D09,648.61,843.19,10.5
2020-05-04 14:00:00,D10,656.98,854.07,23.1
2020-05-04 15:00:00,D01,647.05,841.16,18.2
2020-05-04 15:00:00,D02,585.9,761.67,19.3
2020-05-04 15:00:00,D03,720.58,936.76,20.9
2020-05-04 15:00:00,D04,549.56,714.43,22.3
2020-05-04 15:00:00,D05,800.97,1041.26,16.0
2020-05-04 15:00:00,D06,588.18,764.63,20.8
2020-05-04 15:00:00,D07,736.44,957.37,14.1
2020-05-04 15:00:00,D08,633.12,823.05,24.0
2020-05-04 15:00:00,D09,632.41,822.13,12.7
2020-05-04 15:00:00,D10,707.32,919.51,24.9
2020-05-04 16:00:00,D01,762.35,991.05,21.2
2020-05-04 16:00:00,D02,527.65,685.94,23.1
2020-05-04 16:00:00,D03,688.43,894.96,23.3
2020-05-04 16:00:00,D04,511.23,664.59,10.9
2020-05-04 16:00:00,D05,774.55,1006.92,14.0
2020-05-04 16:00:00,D06,616.96,802.05,24.4
2020-05-04 16:00:00,D07,711.06,924.37,23.3
2020-05-04 16:00:00,D08,647.62,841.91,21.6
2020-05-04 16:00:00,D09,665.35,864.96,20.7
2020-05-04 16:00:00,D10,685.96,891.75,19.4
2020-05-04 17:00:00,D01,744.74,968.16,13.8
2020-05-04 17:00:00,D02,595.06,773.58,24.3
2020-05-04 17:00:00,D03,680.13,884.17,20.5
2020-05-04 17:00:00,D04,554.33,720.62,19.9
2020-05-04 17:00:00,D05,785.62,1021.31,23.2
2020-05-04 17:00:00,D06,585.46,761.1,10.9
2020-05-04 17:00:00,D07,732.09,951.72,20.1
2020-05-04 17:00:00,D08,699.43,909.26,12.1
2020-05-04 17:00:00,D09,564.2,733.46,24.0
2020-05-04 17:00:00,D10,636.64,827.63,22.1
2020-05-04 18:00:00,D01,707.86,920.22,20.6
2020-05-04 18:00:00,D02,481.97,626.56,20.0
2020-05-04 18:00:00,D03,685.46,891.1,16.4
2020-05-04 18:00:00,D04,482.93,627.82,16.6
2020-05-04 18:00:00,D05,662.32,861.02,23.4
2020-05-04 18:00:00,D06,589.81,766.75,25.0
2020-05-04 18:00:00,D07,646.81,840.85,21.3
2020-05-04 18:00:00,D08,570.97,742.26,20.0
2020-05-04 18:00:00,D09,595.47,774.11,23.5
2020-05-04 18:00:00,D10,678.05,881.46,24.1
2020-05-04 19:00:00,D01,713.93,928.11,23.0
2020-05-04 19:00:00,D02,474.94,617.42,22.7
2020-05-04 19:00:00,D03,649.65,844.54,15.7
2020-05-04 19:00:00,D04,447.85,582.2,20.2
2020-05-04 19:00:00,D05,697.87,907.23,17.0
2020-05-04 19:00:00,D06,569.21,739.98,23.7
2020-05-04 19:00:00,D07,677.37,880.58,16.8
2020-05-04 19:00:00,D08,593.44,771.47,13.6
2020-05-04 19:00:00,D09,563.41,732.43,11.7
2020-05-04 19:00:00,D10,695.9,904.67,18.6
2020-05-04 20:00:00,D01,615.39,800.01,15.3
2020-05-04 20:00:00,D02,525.24,682.81,18.0
2020-05-04 20:00:00,D03,576.89,749.96,24.3
2020-05-04 20:00:00,D04,469.36,610.16,10.2
2020-05-04 20:00:00,D05,661.48,859.92,18.7
2020-05-04 20:00:00,D06,509.46,662.3,10.6
2020-05-04 20:00:00,D07,620.66,806.86,19.3
2020-05-04 20:00:00,D08,559.94,727.92,14.7
2020-05-04 20:00:00,D09,568.65,739.24,12.4
2020-05-04 20:00:00,D10,636.75,827.77,11.3
2020-05-04 21:00:00,D01,604.58,785.95,17.8
2020-05-04 21:00:00,D02,494.11,642.34,11.4
2020-05-04 21:00:00,D03,626.3,814.19,23.7
2020-05-04 21:00:00,D04,513.47,667.51,22.2
2020-05-04 21:00:00,D05,776.45,1009.39,24.6
2020-05-04 21:00:00,D06,578.17,751.62,19.1
2020-05-04 21:00:00,D07,618.86,804.51,12.7
2020-05-04 21:00:00,D08,629.73,818.65,24.9
2020-05-04 21:00:00,D09,574.38,746.7,20.9
2020-05-04 21:00:00,D10,635.35,825.96,16.5
2020-05-04 22:00:00,D01,652.96,848.84,17.6
2020-05-04 22:00:00,D02,506.49,658.44,21.2
2020-05-04 22:00:00,D03,683.58,888.65,23.2
2020-05-04 22:00:00,D04,464.67,604.07,23.4
2020-05-04 22:00:00,D05,699.8,909.74,14.6
2020-05-04 22:00:00,D06,574.16,746.41,14.6
2020-05-04 22:00:00,D07,579.11,752.85,15.6
2020-05-04 22:00:00,D08,633.96,824.14,14.9
2020-05-04 22:00:00,D09,593.14,771.08,19.9
2020-05-04 22:00:00,D10,665.7,865.42,23.5
2020-05-04 23:00:00,D01,252.28,327.96,12.5
2020-05-04 23:00:00,D02,192.88,250.75,16.5
2020-05-04 23:00:00,D03,255.07,331.59,10.2
2020-05-04 23:00:00,D04,182.05,236.66,21.7
2020-05-04 23:00:00,D05,287.46,373.7,21.0
2020-05-04 23:00:00,D06,224.42,291.75,21.7
2020-05-04 23:00:00,D07,253.52,329.57,16.6
2020-05-04 23:00:00,D08,256.07,332.89,18.5
2020-05-04 23:00:00,D09,209.15,271.89,14.4
2020-05-04 23:00:00,D10,254.07,330.3,23.9
2020-05-05 00:00:00,D01,239.29,311.08,11.2
2020-05-05 00:00:00,D02,215.4,280.02,23.7
2020-05-05 00:00:00,D03,233.67,303.77,15.7
2020-05-05 00:00:00,D04,195.07,253.59,14.9
2020-05-05 00:00:00,D05,298.93,388.61,11.6
2020-05-05 00:00:00,D06,191.73,249.25,13.1
2020-05-05 00:00:00,D07,234.14,304.38,11.7
2020-05-05 00:00:00,D08,213.21,277.17,21.3
2020-05-05 00:00:00,D09,207.44,269.67,23.7
2020-05-05 00:00:00,D10,238.15,309.59,20.1
2020-05-05 01:00:00,D01,241.68,314.18,13.6
2020-05-05 01:00:00,D02,203.12,264.06,18.4
2020-05-05 01:00:00,D03,257.75,335.08,21.4
2020-05-05 01:00:00,D04,195.47,254.11,16.7
2020-05-05 01:00:00,D05,299.68,389.58,19.3
2020-05-05 01:00:00,D06,231.96,301.55,22.3
2020-05-05 01:00:00,D07,222.31,289.01,14.8
