timestamp,district_id,route_id,passenger_count,capacity,delay_min
2020-05-04 07:00:00,D08,R04,35,80,31.4
2020-05-04 07:00:00,D09,R01,39,80,64.6
2020-05-04 07:00:00,D10,R03,30,80,87.5
2020-05-04 08:00:00,D01,R04,103,80,161.5
2020-05-04 08:00:00,D02,R01,81,80,56.3
2020-05-04 08:00:00,D03,R04,91,80,29.4
2020-05-04 08:00:00,D04,R05,97,80,32.9
2020-05-04 08:00:00,D05,R01,74,80,83.1
2020-05-04 08:00:00,D06,R03,93,80,64.1
2020-05-04 08:00:00,D07,R02,102,80,102.1
2020-05-04 08:00:00,D08,R05,75,80,52.3
2020-05-04 08:00:00,D09,R03,103,80,115.0
2020-05-04 08:00:00,D10,R05,93,80,45.9
2020-05-04 09:00:00,D01,R05,104,80,97.8
2020-05-04 09:00:00,D02,R02,76,80,98.1
2020-05-04 09:00:00,D03,R04,96,80,76.2
2020-05-04 09:00:00,D04,R01,87,80,70.7
2020-05-04 09:00:00,D05,R05,111,80,163.3
2020-05-04 09:00:00,D06,R04,97,80,38.5
2020-05-04 09:00:00,D07,R02,83,80,46.1
2020-05-04 09:00:00,D08,R04,88,80,36.3
2020-05-04 09:00:00,D09,R02,106,80,98.4
2020-05-04 09:00:00,D10,R02,72,80,47.6
2020-05-04 10:00:00,D01,R02,91,80,183.3
2020-05-04 10:00:00,D02,R04,102,80,59.6
2020-05-04 10:00:00,D03,R01,106,80,117.8
2020-05-04 10:00:00,D04,R04,83,80,95.2
2020-05-04 10:00:00,D05,R01,72,80,85.8
2020-05-04 10:00:00,D06,R04,92,80,35.3
2020-05-04 10:00:00,D07,R05,106,80,100.8
2020-05-04 10:00:00,D08,R04,91,80,73.1
2020-05-04 10:00:00,D09,R03,76,80,69.3
2020-05-04 10:00:00,D10,R03,87,80,193.2
2020-05-04 11:00:00,D01,R02,28,80,79.3
2020-05-04 11:00:00,D02,R01,40,80,35.4
2020-05-04 11:00:00,D03,R03,27,80,46.7
2020-05-04 11:00:00,D04,R01,28,80,20.1
2020-05-04 11:00:00,D05,R03,44,80,75.9
2020-05-04 11:00:00,D06,R03,45,80,22.4
2020-05-04 11:00:00,D07,R03,35,80,18.5
2020-05-04 11:00:00,D08,R01,46,80,68.1
2020-05-04 11:00:00,D09,R04,44,80,61.9
2020-05-04 11:00:00,D10,R05,36,80,76.0
2020-05-04 12:00:00,D01,R01,41,80,29.4
2020-05-04 12:00:00,D02,R01,40,80,49.7
2020-05-04 12:00:00,D03,R02,49,80,33.8
2020-05-04 12:00:00,D04,R01,53,80,27.9
2020-05-04 12:00:00,D05,R03,50,80,91.7
2020-05-04 12:00:00,D06,R05,50,80,54.5
2020-05-04 12:00:00,D07,R04,42,80,61.4
2020-05-04 12:00:00,D08,R01,47,80,57.5
2020-05-04 12:00:00,D09,R04,47,80,53.6
2020-05-04 12:00:00,D10,R02,54,80,123.7
2020-05-04 13:00:00,D01,R02,46,80,39.0
2020-05-04 13:00:00,D02,R04,40,80,20.6
2020-05-04 13:00:00,D03,R01,49,80,60.0
2020-05-04 13:00:00,D04,R05,50,80,56.7
2020-05-04 13:00:00,D05,R04,45,80,90.0
2020-05-04 13:00:00,D06,R01,49,80,29.8
2020-05-04 13:00:00,D07,R05,53,80,33.2
2020-05-04 13:00:00,D08,R04,54,80,53.3
2020-05-04 13:00:00,D09,R04,49,80,53.0
2020-05-04 13:00:00,D10,R05,42,80,97.0
2020-05-04 14:00:00,D01,R05,46,80,120.8
2020-05-04 14:00:00,D02,R02,52,80,54.2
2020-05-04 14:00:00,D03,R04,41,80,51.3
2020-05-04 14:00:00,D04,R01,50,80,44.3
2020-05-04 14:00:00,D05,R04,47,80,82.0
2020-05-04 14:00:00,D06,R03,44,80,69.4
2020-05-04 14:00:00,D07,R01,55,80,61.8
2020-05-04 14:00:00,D08,R02,48,80,39.1
2020-05-04 14:00:00,D09,R05,44,80,34.8
2020-05-04 14:00:00,D10,R03,46,80,110.3
2020-05-04 15:00:00,D01,R02,31,80,83.2
2020-05-04 15:00:00,D02,R05,36,80,38.9
2020-05-04 15:00:00,D03,R03,40,80,20.6
2020-05-04 15:00:00,D04,R05,33,80,34.4
2020-05-04 15:00:00,D05,R03,29,80,78.0
2020-05-04 15:00:00,D06,R02,29,80,30.6
2020-05-04 15:00:00,D07,R05,42,80,49.0
2020-05-04 15:00:00,D08,R03,32,80,64.1
2020-05-04 15:00:00,D09,R04,25,80,25.5
2020-05-04 15:00:00,D10,R02,45,80,51.2
2020-05-04 16:00:00,D01,R03,45,80,88.8
2020-05-04 16:00:00,D02,R03,39,80,28.3
2020-05-04 16:00:00,D03,R02,26,80,44.6
2020-05-04 16:00:00,D04,R04,36,80,25.5
2020-05-04 16:00:00,D05,R04,34,80,42.4
2020-05-04 16:00:00,D06,R01,38,80,21.3
2020-05-04 16:00:00,D07,R01,34,80,62.2
2020-05-04 16:00:00,D08,R01,47,80,57.7
2020-05-04 16:00:00,D09,R04,25,80,38.7
2020-05-04 16:00:00,D10,R05,39,80,29.2
2020-05-04 17:00:00,D01,R02,68,80,101.5
2020-05-04 17:00:00,D02,R01,105,80,75.0
2020-05-04 17:00:00,D03,R05,72,80,52.6
2020-05-04 17:00:00,D04,R05,98,80,47.9
2020-05-04 17:00:00,D05,R02,92,80,90.8
2020-05-04 17:00:00,D06,R05,93,80,107.7
2020-05-04 17:00:00,D07,R01,79,80,105.9
2020-05-04 17:00:00,D08,R03,77,80,33.1
2020-05-04 17:00:00,D09,R05,83,80,80.5
2020-05-04 17:00:00,D10,R02,74,80,102.5
2020-05-04 18:00:00,D01,R04,75,80,128.0
2020-05-04 18:00:00,D02,R05,71,80,55.1
2020-05-04 18:00:00,D03,R03,90,80,113.5
2020-05-04 18:00:00,D04,R05,85,80,71.7
2020-05-04 18:00:00,D05,R02,92,80,139.3
2020-05-04 18:00:00,D06,R02,73,80,43.5
2020-05-04 18:00:00,D07,R02,75,80,76.3
2020-05-04 18:00:00,D08,R01,105,80,36.5
2020-05-04 18:00:00,D09,R01,92,80,71.0
2020-05-04 18:00:00,D10,R04,105,80,186.1
2020-05-04 19:00:00,D01,R02,82,80,115.1
2020-05-04 19:00:00,D02,R04,98,80,47.9
2020-05-04 19:00:00,D03,R02,81,80,113.1
2020-05-04 19:00:00,D04,R01,94,80,32.7
2020-05-04 19:00:00,D05,R04,94,80,53.1
2020-05-04 19:00:00,D06,R05,103,80,66.0
2020-05-04 19:00:00,D07,R03,75,80,76.9
2020-05-04 19:00:00,D08,R04,69,80,55.4
2020-05-04 19:00:00,D09,R03,83,80,57.3
2020-05-04 19:00:00,D10,R03,105,80,190.4
2020-05-04 20:00:00,D01,R02,33,80,64.8
2020-05-04 20:00:00,D02,R04,45,80,41.5
2020-05-04 20:00:00,D03,R02,27,80,42.4
2020-05-04 20:00:00,D04,R04,26,80,55.1
2020-05-04 20:00:00,D05,R01,25,80,93.8
2020-05-04 20:00:00,D06,R01,27,80,24.0
2020-05-04 20:00:00,D07,R05,40,80,29.0
2020-05-04 20:00:00,D08,R01,33,80,36.3
2020-05-04 20:00:00,D09,R03,30,80,40.3
2020-05-04 20:00:00,D10,R01,26,80,77.3
2020-05-04 21:00:00,D01,R02,40,80,84.5
2020-05-04 21:00:00,D02,R03,26,80,55.5
2020-05-04 21:00:00,D03,R02,33,80,32.4
2020-05-04 21:00:00,D04,R01,46,80,47.1
2020-05-04 21:00:00,D05,R04,34,80,20.9
2020-05-04 21:00:00,D06,R03,34,80,49.7
2020-05-04 21:00:00,D07,R03,32,80,53.5
2020-05-04 21:00:00,D08,R04,35,80,58.3
2020-05-04 21:00:00,D09,R04,32,80,58.7
2020-05-04 21:00:00,D10,R03,40,80,68.7
2020-05-04 22:00:00,D01,R02,9,80,5.8
2020-05-04 22:00:00,D02,R03,4,80,11.3
2020-05-04 22:00:00,D03,R03,10,80,6.3
2020-05-04 22:00:00,D04,R05,13,80,8.8
2020-05-04 22:00:00,D05,R01,5,80,11.4
2020-05-04 22:00:00,D06,R02,6,80,8.9
2020-05-04 22:00:00,D07,R03,7,80,5.1
2020-05-04 22:00:00,D08,R04,12,80,11.1
2020-05-04 22:00:00,D09,R01,14,80,7.6
2020-05-04 22:00:00,D10,R05,13,80,22.3
2020-05-04 23:00:00,D01,R01,7,80,15.5
2020-05-04 23:00:00,D02,R05,13,80,11.0
2020-05-04 23:00:00,D03,R01,15,80,7.6
2020-05-04 23:00:00,D04,R05,12,80,10.1
2020-05-04 23:00:00,D05,R02,12,80,14.2
2020-05-04 23:00:00,D06,R02,15,80,4.6
2020-05-04 23:00:00,D07,R05,13,80,11.2
2020-05-04 23:00:00,D08,R01,8,80,10.1
2020-05-04 23:00:00,D09,R02,15,80,8.2
2020-05-04 23:00:00,D10,R03,9,80,17.6
2020-05-05 00:00:00,D01,R05,10,80,19.6
2020-05-05 00:00:00,D02,R03,13,80,7.7
2020-05-05 00:00:00,D03,R02,10,80,9.2
2020-05-05 00:00:00,D04,R03,4,80,9.9
2020-05-05 00:00:00,D05,R03,10,80,11.3
2020-05-05 00:00:00,D06,R03,8,80,5.5
2020-05-05 00:00:00,D07,R04,11,80,10.1
2020-05-05 00:00:00,D08,R01,10,80,4.3
2020-05-05 00:00:00,D09,R02,4,80,14.4
2020-05-05 00:00:00,D10,R01,5,80,14.8
2020-05-05 01:00:00,D01,R02,11,80,11.1
2020-05-05 01:00:00,D02,R03,8,80,5.7
2020-05-05 01:00:00,D03,R02,10,80,7.3
2020-05-05 01:00:00,D04,R05,11,80,8.4
2020-05-05 01:00:00,D05,R01,11,80,8.5
2020-05-05 01:00:00,D06,R02,11,80,11.9
2020-05-05 01:00:00,D07,R01,11,80,10.4
2020-05-05 01:00:00,D08,R02,11,80,5.1
2020-05-05 01:00:00,D09,R04,9,80,12.2
2020-05-05 01:00:00,D10,R03,11,80,7.8
2020-05-05 02:00:00,D01,R04,6,80,11.4
2020-05-05 02:00:00,D02,R01,10,80,12.1
2020-05-05 02:00:00,D03,R01,10,80,14.5
2020-05-05 02:00:00,D04,R04,12,80,7.3
2020-05-05 02:00:00,D05,R01,4,80,18.1
2020-05-05 02:00:00,D06,R02,8,80,8.7
2020-05-05 02:00:00,D07,R01,14,80,8.1
2020-05-05 02:00:00,D08,R03,5,80,10.8
2020-05-05 02:00:00,D09,R01,14,80,4.6
2020-05-05 02:00:00,D10,R02,14,80,14.4
2020-05-05 03:00:00,D01,R02,11,80,6.2
2020-05-05 03:00:00,D02,R02,7,80,8.6
2020-05-05 03:00:00,D03,R02,14,80,13.0
2020-05-05 03:00:00,D04,R01,7,80,8.0
2020-05-05 03:00:00,D05,R02,14,80,9.0
2020-05-05 03:00:00,D06,R01,8,80,4.5
