timestamp,district_id,vehicle_count,avg_speed_kmh,incident_flag
2020-05-03 23:00:00,D01,125,60.4,0
2020-05-03 23:00:00,D02,102,57.3,0
2020-05-03 23:00:00,D03,115,51.8,0
2020-05-03 23:00:00,D04,80,55.4,0
2020-05-03 23:00:00,D05,151,51.8,0
2020-05-03 23:00:00,D06,96,63.8,0
2020-05-03 23:00:00,D07,101,52.8,0
2020-05-03 23:00:00,D08,98,56.0,0
2020-05-03 23:00:00,D09,121,58.8,0
2020-05-03 23:00:00,D10,162,52.5,0
2020-05-04 00:00:00,D01,256,55.3,0
2020-05-04 00:00:00,D02,179,53.8,0
2020-05-04 00:00:00,D03,162,57.2,0
2020-05-04 00:00:00,D04,139,55.9,0
2020-05-04 00:00:00,D05,203,54.8,0
2020-05-04 00:00:00,D06,150,59.7,0
2020-05-04 00:00:00,D07,162,52.8,0
2020-05-04 00:00:00,D08,154,57.4,0
2020-05-04 00:00:00,D09,205,57.7,0
2020-05-04 00:00:00,D10,246,50.6,0
2020-05-04 01:00:00,D01,259,49.4,0
2020-05-04 01:00:00,D02,139,56.0,0
2020-05-04 01:00:00,D03,162,50.0,0
2020-05-04 01:00:00,D04,153,57.2,0
2020-05-04 01:00:00,D05,215,57.0,0
2020-05-04 01:00:00,D06,159,52.2,0
2020-05-04 01:00:00,D07,153,59.0,0
2020-05-04 01:00:00,D08,158,60.0,0
2020-05-04 01:00:00,D09,198,56.5,0
2020-05-04 01:00:00,D10,288,57.3,0
2020-05-04 02:00:00,D01,218,54.0,0
2020-05-04 02:00:00,D02,138,55.2,0
2020-05-04 02:00:00,D03,181,55.4,0
2020-05-04 02:00:00,D04,158,53.2,0
2020-05-04 02:00:00,D05,207,53.5,0
2020-05-04 02:00:00,D06,134,56.9,0
2020-05-04 02:00:00,D07,194,55.9,0
2020-05-04 02:00:00,D08,177,57.3,0
2020-05-04 02:00:00,D09,177,49.6,0
2020-05-04 02:00:00,D10,273,62.5,0
2020-05-04 03:00:00,D01,214,52.2,0
2020-05-04 03:00:00,D02,168,58.1,0
2020-05-04 03:00:00,D03,205,56.1,0
2020-05-04 03:00:00,D04,137,54.9,0
2020-05-04 03:00:00,D05,244,56.0,0
2020-05-04 03:00:00,D06,165,53.4,0
2020-05-04 03:00:00,D07,192,55.5,0
2020-05-04 03:00:00,D08,165,62.2,0
2020-05-04 03:00:00,D09,199,54.1,0
2020-05-04 03:00:00,D10,293,53.4,0
2020-05-04 04:00:00,D01,253,50.9,0
2020-05-04 04:00:00,D02,167,58.2,0
2020-05-04 04:00:00,D03,174,53.7,0
2020-05-04 04:00:00,D04,146,57.5,0
2020-05-04 04:00:00,D05,252,57.2,0
2020-05-04 04:00:00,D06,162,55.5,0
2020-05-04 04:00:00,D07,173,57.7,0
2020-05-04 04:00:00,D08,155,57.5,0
2020-05-04 04:00:00,D09,170,59.2,0
2020-05-04 04:00:00,D10,280,55.2,0
2020-05-04 05:00:00,D01,261,57.8,0
2020-05-04 05:00:00,D02,141,56.0,0
2020-05-04 05:00:00,D03,182,52.0,0
2020-05-04 05:00:00,D04,148,51.7,0
2020-05-04 05:00:00,D05,212,50.4,0
2020-05-04 05:00:00,D06,144,55.8,0
2020-05-04 05:00:00,D07,156,56.9,0
2020-05-04 05:00:00,D08,168,54.0,0
2020-05-04 05:00:00,D09,186,49.0,0
2020-05-04 05:00:00,D10,288,51.3,0
2020-05-04 06:00:00,D01,1206,30.8,0
2020-05-04 06:00:00,D02,761,42.4,0
2020-05-04 06:00:00,D03,867,44.3,0
2020-05-04 06:00:00,D04,707,38.2,0
2020-05-04 06:00:00,D05,1135,35.8,0
2020-05-04 06:00:00,D06,799,43.3,0
2020-05-04 06:00:00,D07,966,36.9,0
2020-05-04 06:00:00,D08,902,40.4,0
2020-05-04 06:00:00,D09,781,41.4,0
2020-05-04 06:00:00,D10,1144,35.3,0
2020-05-04 07:00:00,D01,1194,29.8,0
2020-05-04 07:00:00,D02,753,39.7,0
2020-05-04 07:00:00,D03,981,31.6,0
2020-05-04 07:00:00,D04,723,44.5,0
2020-05-04 07:00:00,D05,1171,31.2,0
2020-05-04 07:00:00,D06,664,39.9,0
2020-05-04 07:00:00,D07,768,39.4,0
2020-05-04 07:00:00,D08,806,43.1,0
2020-05-04 07:00:00,D09,956,38.4,0
2020-05-04 07:00:00,D10,1205,29.4,0
2020-05-04 08:00:00,D01,2459,13.2,1
2020-05-04 08:00:00,D02,1461,26.1,0
2020-05-04 08:00:00,D03,1398,29.2,0
2020-05-04 08:00:00,D04,1298,30.5,0
2020-05-04 08:00:00,D05,2169,9.1,1
2020-05-04 08:00:00,D06,1233,32.7,0
2020-05-04 08:00:00,D07,1580,27.0,0
2020-05-04 08:00:00,D08,1612,21.9,0
2020-05-04 08:00:00,D09,1548,26.5,0
2020-05-04 08:00:00,D10,2181,7.6,1
2020-05-04 09:00:00,D01,2369,14.5,1
2020-05-04 09:00:00,D02,1265,28.3,0
2020-05-04 09:00:00,D03,1680,27.9,0
2020-05-04 09:00:00,D04,1134,30.1,0
2020-05-04 09:00:00,D05,2120,10.0,1
2020-05-04 09:00:00,D06,1186,34.0,0
2020-05-04 09:00:00,D07,1311,33.4,0
2020-05-04 09:00:00,D08,1460,31.2,0
2020-05-04 09:00:00,D09,1489,30.0,0
2020-05-04 09:00:00,D10,2337,5.0,1
2020-05-04 10:00:00,D01,2476,10.2,1
2020-05-04 10:00:00,D02,1398,25.4,0
2020-05-04 10:00:00,D03,1585,26.4,0
2020-05-04 10:00:00,D04,1445,30.0,0
2020-05-04 10:00:00,D05,1759,20.3,0
2020-05-04 10:00:00,D06,1381,26.5,0
2020-05-04 10:00:00,D07,1426,23.8,0
2020-05-04 10:00:00,D08,1377,26.1,0
2020-05-04 10:00:00,D09,1410,25.2,0
2020-05-04 10:00:00,D10,2550,9.1,1
2020-05-04 11:00:00,D01,1104,37.6,0
2020-05-04 11:00:00,D02,836,41.0,0
2020-05-04 11:00:00,D03,908,35.5,0
2020-05-04 11:00:00,D04,735,39.3,0
2020-05-04 11:00:00,D05,1263,32.9,0
2020-05-04 11:00:00,D06,801,47.4,0
2020-05-04 11:00:00,D07,841,40.9,0
2020-05-04 11:00:00,D08,909,37.0,0
2020-05-04 11:00:00,D09,812,38.3,0
2020-05-04 11:00:00,D10,1313,31.6,0
2020-05-04 12:00:00,D01,1265,35.6,0
2020-05-04 12:00:00,D02,916,37.9,0
2020-05-04 12:00:00,D03,1133,32.3,0
2020-05-04 12:00:00,D04,752,38.4,0
2020-05-04 12:00:00,D05,1515,25.3,0
2020-05-04 12:00:00,D06,992,39.4,0
2020-05-04 12:00:00,D07,1026,34.1,0
2020-05-04 12:00:00,D08,1033,36.8,0
2020-05-04 12:00:00,D09,959,39.4,0
2020-05-04 12:00:00,D10,1657,23.5,0
2020-05-04 13:00:00,D01,1239,28.2,0
2020-05-04 13:00:00,D02,919,36.1,0
2020-05-04 13:00:00,D03,946,38.4,0
2020-05-04 13:00:00,D04,790,43.9,0
2020-05-04 13:00:00,D05,1279,37.0,0
2020-05-04 13:00:00,D06,904,35.7,0
2020-05-04 13:00:00,D07,1148,34.3,0
2020-05-04 13:00:00,D08,1061,35.5,0
2020-05-04 13:00:00,D09,985,36.0,0
2020-05-04 13:00:00,D10,1736,23.4,0
2020-05-04 14:00:00,D01,1599,24.8,0
2020-05-04 14:00:00,D02,903,41.0,0
2020-05-04 14:00:00,D03,944,34.7,0
2020-05-04 14:00:00,D04,889,38.4,0
2020-05-04 14:00:00,D05,1259,31.1,0
2020-05-04 14:00:00,D06,987,37.7,0
2020-05-04 14:00:00,D07,907,46.5,0
2020-05-04 14:00:00,D08,1036,35.2,0
2020-05-04 14:00:00,D09,974,29.9,0
2020-05-04 14:00:00,D10,1394,28.0,0
2020-05-04 15:00:00,D01,1152,34.9,0
2020-05-04 15:00:00,D02,783,42.1,0
2020-05-04 15:00:00,D03,849,31.7,0
2020-05-04 15:00:00,D04,617,46.6,0
2020-05-04 15:00:00,D05,1146,35.2,0
2020-05-04 15:00:00,D06,783,38.1,0
2020-05-04 15:00:00,D07,761,40.4,0
2020-05-04 15:00:00,D08,918,38.6,0
2020-05-04 15:00:00,D09,780,40.3,0
2020-05-04 15:00:00,D10,1152,32.2,0
2020-05-04 16:00:00,D01,1129,34.9,0
2020-05-04 16:00:00,D02,694,42.1,0
2020-05-04 16:00:00,D03,902,34.6,0
2020-05-04 16:00:00,D04,726,46.0,0
2020-05-04 16:00:00,D05,1108,31.3,0
2020-05-04 16:00:00,D06,836,40.1,0
2020-05-04 16:00:00,D07,837,39.2,0
2020-05-04 16:00:00,D08,779,38.5,0
2020-05-04 16:00:00,D09,988,39.8,0
2020-05-04 16:00:00,D10,1109,36.7,0
2020-05-04 17:00:00,D01,2222,7.8,1
2020-05-04 17:00:00,D02,1410,27.4,0
2020-05-04 17:00:00,D03,1843,17.8,0
2020-05-04 17:00:00,D04,1216,28.6,0
2020-05-04 17:00:00,D05,1784,15.8,0
2020-05-04 17:00:00,D06,1445,26.6,0
2020-05-04 17:00:00,D07,1592,19.7,0
2020-05-04 17:00:00,D08,1440,26.6,0
2020-05-04 17:00:00,D09,1831,10.8,0
2020-05-04 17:00:00,D10,2391,7.7,1
2020-05-04 18:00:00,D01,2252,9.9,1
2020-05-04 18:00:00,D02,1727,20.8,0
2020-05-04 18:00:00,D03,1857,20.6,0
2020-05-04 18:00:00,D04,1305,26.5,0
2020-05-04 18:00:00,D05,1936,15.1,1
2020-05-04 18:00:00,D06,1483,28.5,0
2020-05-04 18:00:00,D07,1692,21.8,0
2020-05-04 18:00:00,D08,1571,26.1,0
2020-05-04 18:00:00,D09,1487,22.1,0
2020-05-04 18:00:00,D10,2645,9.2,1
2020-05-04 19:00:00,D01,2288,8.3,1
2020-05-04 19:00:00,D02,1330,29.6,0
2020-05-04 19:00:00,D03,1820,15.6,0
2020-05-04 19:00:00,D04,1248,35.1,0
2020-05-04 19:00:00,D05,1995,16.0,1
2020-05-04 19:00:00,D06,1290,33.7,0
2020-05-04 19:00:00,D07,1457,27.2,0
2020-05-04 19:00:00,D08,1640,20.0,0
2020-05-04 19:00:00,D09,1589,25.2,0
2020-05-04 19:00:00,D10,2382,12.9,1
2020-05-04 20:00:00,D01,1094,35.6,0
2020-05-04 20:00:00,D02,865,37.3,0
2020-05-04 20:00:00,D03,938,36.6,0
2020-05-04 20:00:00,D04,798,41.7,0
2020-05-04 20:00:00,D05,1198,36.7,0
2020-05-04 20:00:00,D06,805,46.8,0
2020-05-04 20:00:00,D07,929,36.0,0
2020-05-04 20:00:00,D08,761,43.5,0
2020-05-04 20:00:00,D09,1015,34.8,0
2020-05-04 20:00:00,D10,1273,26.8,0
2020-05-04 21:00:00,D01,1178,34.6,0
2020-05-04 21:00:00,D02,737,43.4,0
2020-05-04 21:00:00,D03,797,42.2,0
2020-05-04 21:00:00,D04,730,42.7,0
2020-05-04 21:00:00,D05,1029,37.2,0
2020-05-04 21:00:00,D06,827,41.7,0
2020-05-04 21:00:00,D07,956,40.5,0
2020-05-04 21:00:00,D08,790,39.3,0
2020-05-04 21:00:00,D09,992,39.8,0
2020-05-04 21:00:00,D10,1360,30.8,0
2020-05-04 22:00:00,D01,216,56.0,0
2020-05-04 22:00:00,D02,180,55.9,0
2020-05-04 22:00:00,D03,155,56.1,0
2020-05-04 22:00:00,D04,149,56.3,0
2020-05-04 22:00:00,D05,240,54.6,0
2020-05-04 22:00:00,D06,165,51.7,0
2020-05-04 22:00:00,D07,181,62.7,0
2020-05-04 22:00:00,D08,160,59.5,0
2020-05-04 22:00:00,D09,169,61.5,0
2020-05-04 22:00:00,D10,289,55.2,0
2020-05-04 23:00:00,D01,249,52.4,0
2020-05-04 23:00:00,D02,158,57.8,0
2020-05-04 23:00:00,D03,153,59.0,0
2020-05-04 23:00:00,D04,160,53.5,0
2020-05-04 23:00:00,D05,193,59.4,0
2020-05-04 23:00:00,D06,136,55.6,0
2020-05-04 23:00:00,D07,172,58.2,0
2020-05-04 23:00:00,D08,145,61.0,0
2020-05-04 23:00:00,D09,172,56.9,0
2020-05-04 23:00:00,D10,221,59.3,0
2020-05-05 00:00:00,D01,258,49.7,0
2020-05-05 00:00:00,D02,143,53.4,0
2020-05-05 00:00:00,D03,169,53.6,0
2020-05-05 00:00:00,D04,149,50.3,0
2020-05-05 00:00:00,D05,245,49.2,0
2020-05-05 00:00:00,D06,146,61.0,0
2020-05-05 00:00:00,D07,179,59.4,0
2020-05-05 00:00:00,D08,140,55.1,0
2020-05-05 00:00:00,D09,184,62.4,0
2020-05-05 00:00:00,D10,226,53.9,0
2020-05-05 01:00:00,D01,245,59.9,0
2020-05-05 01:00:00,D02,164,61.9,0
2020-05-05 01:00:00,D03,189,53.8,0
2020-05-05 01:00:00,D04,153,59.0,0
2020-05-05 01:00:00,D05,219,58.3,0
2020-05-05 01:00:00,D06,159,54.4,0
2020-05-05 01:00:00,D07,184,47.4,0
2020-05-05 01:00:00,D08,143,59.1,0
2020-05-05 01:00:00,D09,170,53.5,0
2020-05-05 01:00:00,D10,238,54.1,0
2020-05-05 02:00:00,D01,247,54.9,0
2020-05-05 02:00:00,D02,156,58.1,0
2020-05-05 02:00:00,D03,187,54.6,0
2020-05-05 02:00:00,D04,136,57.6,0
2020-05-05 02:00:00,D05,242,58.0,0
2020-05-05 02:00:00,D06,153,50.7,0
2020-05-05 02:00:00,D07,153,52.2,0
2020-05-05 02:00:00,D08,137,53.3,0
2020-05-05 02:00:00,D09,154,54.9,0
2020-05-05 02:00:00,D10,261,56.3,0
2020-05-05 03:00:00,D01,225,57.9,0
2020-05-05 03:00:00,D02,176,55.4,0
2020-05-05 03:00:00,D03,163,55.7,0
2020-05-05 03:00:00,D04,139,61.0,0
2020-05-05 03:00:00,D05,195,56.1,0
2020-05-05 03:00:00,D06,149,55.4,0
2020-05-05 03:00:00,D07,166,58.9,0
2020-05-05 03:00:00,D08,143,59.0,0
2020-05-05 03:00:00,D09,185,56.9,0
2020-05-05 03:00:00,D10,272,52.0,0
2020-05-05 04:00:00,D01,272,50.8,0
2020-05-05 04:00:00,D02,147,53.9,0
2020-05-05 04:00:00,D03,201,52.8,0
2020-05-05 04:00:00,D04,150,53.8,0
2020-05-05 04:00:00,D05,216,53.4,0
2020-05-05 04:00:00,D06,130,57.0,0
2020-05-05 04:00:00,D07,190,55.9,0
2020-05-05 04:00:00,D08,155,53.0,0
2020-05-05 04:00:00,D09,171,56.8,0
2020-05-05 04:00:00,D10,264,54.2,0
2020-05-05 05:00:00,D01,271,53.4,0
2020-05-05 05:00:00,D02,148,54.8,0
2020-05-05 05:00:00,D03,192,52.2,0
2020-05-05 05:00:00,D04,142,58.4,0
2020-05-05 05:00:00,D05,217,55.2,0
2020-05-05 05:00:00,D06,143,57.7,0
2020-05-05 05:00:00,D07,150,55.3,0
2020-05-05 05:00:00,D08,148,55.0,0
2020-05-05 05:00:00,D09,198,58.5,0
2020-05-05 05:00:00,D10,229,62.7,0
2020-05-05 06:00:00,D01,1329,28.4,0
2020-05-05 06:00:00,D02,849,40.9,0
2020-05-05 06:00:00,D03,911,38.7,0
2020-05-05 06:00:00,D04,696,41.5,0
2020-05-05 06:00:00,D05,989,35.8,0
2020-05-05 06:00:00,D06,730,49.2,0
2020-05-05 06:00:00,D07,888,37.4,0
2020-05-05 06:00:00,D08,803,41.7,0
2020-05-05 06:00:00,D09,982,35.4,0
2020-05-05 06:00:00,D10,1411,27.3,0
2020-05-05 07:00:00,D01,1092,32.7,0
2020-05-05 07:00:00,D02,759,41.0,0
2020-05-05 07:00:00,D03,969,33.3,0
2020-05-05 07:00:00,D04,779,42.3,0
2020-05-05 07:00:00,D05,1225,30.6,0
2020-05-05 07:00:00,D06,739,44.5,0
2020-05-05 07:00:00,D07,973,37.4,0
2020-05-05 07:00:00,D08,898,37.1,0
2020-05-05 07:00:00,D09,910,36.1,0
2020-05-05 07:00:00,D10,1361,28.6,0
2020-05-05 08:00:00,D01,2368,12.9,1
2020-05-05 08:00:00,D02,1640,20.4,0
2020-05-05 08:00:00,D03,1476,20.4,0
2020-05-05 08:00:00,D04,1370,29.0,0
2020-05-05 08:00:00,D05,2026,16.8,1
2020-05-05 08:00:00,D06,1307,31.4,0
2020-05-05 08:00:00,D07,1720,16.7,0
2020-05-05 08:00:00,D08,1524,25.2,0
2020-05-05 08:00:00,D09,1762,21.8,0
2020-05-05 08:00:00,D10,2625,7.7,1
2020-05-05 09:00:00,D01,2015,11.9,1
2020-05-05 09:00:00,D02,1610,21.3,0
2020-05-05 09:00:00,D03,1694,20.3,0
2020-05-05 09:00:00,D04,1303,26.4,0
